# Pathway	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0	0.000106469	0	0.00034965	0.000317864	0.000468161	0.000169929	0.000354137	0.000518777	0.000622228	0.000538809	0.000261391
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0.000124412	0	0	0.00040733	0	0	0	0.000278728	0.000322854	0.00048485	0.000457865	0.000135391
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0	0	0	0.00043858	0	0.000205194	0	0	0.000345296	0.000361442	0.000469852	0.00032243
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.000683071	0	0.000166182	0.000401838	0.00057034	0.000276274	0.00034539	0.000139803	0.000329548	0.000275386	0.000172203	0.000203594
FASYN-ELONG-PWY: fatty acid elongation -- saturated	0	0.000109603	0	0.00037063	0.000610126	0.000406035	0	0.000186917	0.000224892	0.000309031	0.000166941	0.000292252
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0	0.000107105	0	0.000422222	0.000429038	0.000336048	0	0.000225909	0.000487865	0.000282519	0.000711201	0.000364139
FERMENTATION-PWY: mixed acid fermentation	0	0	0	0.000269961	0	0	0	0	0.000225331	0.000227572	0.000102671	0
FUCCAT-PWY: fucose degradation	0	0.000209286	0	3.24425e-05	0	0	0	0	0	0.000374222	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0	9.58363e-05	0.000168313	0.00017456	0.000324349	0.000167183	0	0	0.000143144	0.000420646	0.000330837	0.000183244
GLUCONEO-PWY: gluconeogenesis I	0	0	0	0	0	0	0	0	0	0	7.73053e-05	0.000203626
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0	0	0	2.21672e-05	0	0	0	0	0	3.36506e-05	8.84271e-05	2.2297e-05
GLUTORN-PWY: L-ornithine biosynthesis	0	0.000201933	0	0.000144842	0	0	0	0.000123928	9.08586e-05	0.000363892	9.24111e-05	7.28203e-05
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.000354447	0	0.000132072	0.000162335	0.000207437	0	0.000107542	0.000130428	0.000142429	0.000102143	5.95082e-05	0.000157544
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	0	0	0	0.000266604	0	0	0	0	0.000147258	0.000303141	0.000162104	5.38079e-05
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.000100461	0	0.000404335	0.000379967	0.000387354	0.000334878	0	0.00012251	0.000406527	0.000397405	0.000273637	0.000241745
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	0	0	0	0	0	0	0	0	0	0	0	3.61757e-05
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	0	0	0.000160929	0.0002123	0.000207899	0.00021374	0	0	0.000166598	0.000420206	0.000225289	8.01482e-05
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	0	7.53023e-05	0.000109868	0.000551886	0.00020735	0.000302122	0	0.000220658	0.000344635	0.000398919	0.000284206	4.90264e-05
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	0	0	0	0	0	0	0	0	0.000113684	0	0	5.94529e-05
HISDEG-PWY: L-histidine degradation I	0.00035983	0	0.00034764	8.63684e-05	0.000171581	7.27064e-05	9.00762e-05	0.000216363	7.44419e-05	0.000158541	4.49253e-05	0.000156185
HISTSYN-PWY: L-histidine biosynthesis	0	0	0	0	0	0.000230009	0	0.000260472	0	0.000124494	0.000233313	7.79654e-05
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0	0	0	0.000157954	0	0.000113335	0.000160913	8.24659e-05	0.000233962	0.000166476	0.000129521	0.00018251
HSERMETANA-PWY: L-methionine biosynthesis III	3.94569e-05	0	0	0.000132696	6.21967e-05	6.10955e-05	0	8.67563e-05	0.000153207	0.000239319	0.000123272	0.000128959
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.000539678	0.000346261	0.00058911	0.000749049	0.000833894	0.000382869	0.000360169	0.000318062	0.000571298	0.00071608	0.000691768	0.000319672
LACTOSECAT-PWY: lactose and galactose degradation I	0	0	0	7.58543e-05	0	0	0.000313655	0.000213946	0.000353878	0.00016877	0.000148926	0.00016955
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0	0	0	0.000247569	0	0.000194077	0.000233074	0.000118127	0.00035321	0.00022006	0.000210559	0.000245793
METHGLYUT-PWY: superpathway of methylglyoxal degradation	0	0	0	0	0	0	0	0	0	0.000147795	0.000130666	3.34819e-05
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0	0	0	0.000245319	0	0.000172457	0.000235923	0.000133525	0.00032682	0.000246912	0.000220245	0.000242867
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	0	8.31977e-05	0	0.00014134	0	0	0.000252936	0.00012934	4.28025e-05	0.000479818	5.53763e-05	0.000175796
NAGLIPASYN-PWY: lipid IVA biosynthesis	0	0	0	0.000401183	0.000335832	0.000222639	0	0	0.000247498	0.000270221	0.000184068	0.000179913
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.000534701	0	0.000338641	0.000288953	0.000243657	0.000532375	0.000103441	0.000223734	0.000226127	0.000386349	0.000169294	0.00031842
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.000304334	0	0	0.000347092	0.000309454	0.000221343	0.000230631	0.000229522	7.43222e-05	0.000302288	0.00010659	0.000364514
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.000519886	0	0	0.000340975	0.000352404	7.72765e-05	0.000193321	0.000147544	0.000260783	0.000280854	0.00014019	0.000231451
P108-PWY: pyruvate fermentation to propanoate I	0	0	0	0	0	0	0	0.000108816	0	0	0	0.00010738
P163-PWY: L-lysine fermentation to acetate and butanoate	0.000306234	0	0.000187689	0.000118086	0.000300705	0	0	0	0	0	0	8.27344e-05
P164-PWY: purine nucleobases degradation I (anaerobic)	0	0	0	4.16164e-05	0	0	0	0	0.000148646	0.000185344	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0	0	0	0	0.000278312	0	0	0	0	0	0.000111791	9.69196e-05
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0	0	0	0.000264125	0	0	0	0.000179762	0.000235966	0.000261481	0.000223658	0
P42-PWY: incomplete reductive TCA cycle	0	0	0	0	0	0	0	0	0	0	6.87034e-05	9.59397e-05
P441-PWY: superpathway of N-acetylneuraminate degradation	0	0	0.000189653	0.000121435	0	0	0	0	0	0	0.000154555	0
PANTO-PWY: phosphopantothenate biosynthesis I	9.71964e-05	0	0	0.000127048	0	0.000144534	0	0.000157307	0.000175704	0.000243106	0.000381705	6.30795e-05
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0	0	0	0.000138304	0	0.000217753	0	0	8.8212e-05	0.000204492	0.000116124	9.39505e-05
PENTOSE-P-PWY: pentose phosphate pathway	0	0	0	0.000342772	0.000255805	0.000167319	0	0.000229353	0.000103043	0.000324589	0.000169382	0.00019401
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.00060414	0.000279282	0.000286821	0.000527287	0.000270265	0.000611201	0.000300469	0.000242942	0.00060732	0.000755346	0.000602888	0.000371198
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0	0	0	0.000391838	0.000107281	0	0	0	0.000370179	0.000603431	0.000463838	0.000224962
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0	0	0	0	0	0	0	9.16603e-05	0	0	0	0.000126224
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0	0	0	0	0	0	0	0	0	0	0	6.48874e-05
PPGPPMET-PWY: ppGpp biosynthesis	0	0	0	3.13207e-05	0	0	0	0	0	2.81855e-05	1.70986e-05	9.88453e-05
PWY-1042: glycolysis IV (plant cytosol)	0.000524812	0.000124924	0.000331568	0.000326975	0.000373368	0.000574822	0.000199013	0.000217409	0.000322815	0.000224953	0.000419818	0.00032988
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	0	9.56166e-05	0.000185927	0.000121064	0	0.000195732	0	0	6.06642e-05	0.000366013	0.000279315	0.00014661
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0	0	0	0	0	0	0	0	0	0	2.00927e-05	0
PWY-2941: L-lysine biosynthesis II	0	0	0	0.000320791	0.000159618	0	0.000103764	0.000259526	0.000355349	0.00034238	0.000269139	0.000143218
PWY-2942: L-lysine biosynthesis III	0.000392947	0.000171183	0.000227034	0.000500414	0.000252724	0.000695681	0.000105031	0.000339871	0.000434017	0.000517471	0.000609917	0.000368577
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.000433839	8.74424e-05	0.000519208	0.000468339	0.000279822	0.000340787	0	0.000288024	0.000468814	0.0004514	0.000482484	0.000280663
PWY-3781: aerobic respiration I (cytochrome c)	0	0	0	0.000475143	0	0	0	0	0.000126132	0.000280611	6.88478e-05	1.75901e-05
PWY-3841: folate transformations II	0.000151243	0	0	0	0	0	0.000324771	0	0.000291163	0.000427434	0.000117293	0.000331768
PWY-4041: &gamma;-glutamyl cycle	0	0	0	0	0	0	0	0	0	0	0	6.77554e-05
PWY-4242: pantothenate and coenzyme A biosynthesis III	0.000364016	0	0	0.000138925	0.000379325	0.000400589	0.000171977	0.000321002	0.000121342	0.000354008	9.72847e-05	0.00015965
PWY-4981: L-proline biosynthesis II (from arginine)	0	0	0	0	0	0	0	0.000118684	0.000304115	4.21867e-05	4.94577e-05	3.84912e-05
PWY-5005: biotin biosynthesis II	0	0	0	4.44988e-05	0	0	0	0	0	0	0	9.18307e-05
PWY-5030: L-histidine degradation III	0.000138965	0	0	1.85022e-05	0	4.43341e-05	0	0	7.363e-05	0	4.53163e-05	0.00011855
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	0	0	0	0	0	0	0	0	7.39988e-05	0	0.000274773	4.77782e-05
PWY-5097: L-lysine biosynthesis VI	0.000291904	0	0	0.000482963	0.000155596	0	9.32583e-05	0.000264269	0.000410016	0.000497932	0.000596136	0.000346882
PWY-5100: pyruvate fermentation to acetate and lactate II	0.000577602	0	0.0003496	6.42419e-05	4.74319e-05	0.000388532	0.000338825	0	0.000305435	0.00035884	0.000542262	0.000251625
PWY-5103: L-isoleucine biosynthesis III	0.000574536	0.000261939	0.000598723	0.000630944	0.00074899	0.000333867	0.000345916	0.000300002	0.000408596	0.000480644	0.000659842	0.000309018
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0	0	0	0.000142074	0	0	0	0	0	0.0003214	6.96516e-05	0
PWY-5173: superpathway of acetyl-CoA biosynthesis	0	0	0	0	0.000170521	0	5.47614e-05	5.05108e-05	0	4.53738e-05	0	4.50344e-05
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.000489472	0	0.000272293	0.000514513	0.000478267	0.000242128	0	0.000288542	0.000288633	0.000528626	0.000618083	0.000196534
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	0	0	0.0002071	0.000308582	0.000167194	0.000191445	0	0.000202337	0.000188281	0.000266543	0.000145172	0.000108707
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0	0	0	0.00014412	0	0	0	0	0	0.00015655	0	0
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0	0	0	0.000208033	0	0.000126908	0	0.000135259	0.000188064	0.000198798	0.000233905	0.000229062
PWY-5367: petroselinate biosynthesis	0	0	0	0	0	0	0	0	8.38635e-05	0	0	0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0	0	0	0	0	0	0	0	6.1227e-05	0	0	3.01021e-05
PWY-5484: glycolysis II (from fructose 6-phosphate)	9.83495e-05	0	0.000365575	0.000312064	0.000329653	0.000264817	0	0.000110696	0.000325375	0.000310553	0.000186865	0.000211638
PWY-5659: GDP-mannose biosynthesis	0.000368961	0	0	0.000114356	0.000129985	6.27374e-05	9.05323e-05	8.83689e-05	0.000115786	7.78738e-05	0	0.000183929
PWY-5667: CDP-diacylglycerol biosynthesis I	0	0	0	0.000361066	8.95987e-05	0.00018071	0.000265962	0	0.00034681	0.000842861	0.00067414	0.000262106
PWY-5686: UMP biosynthesis	0.000710928	0.000138839	0.000336319	0.000509621	0.000278899	0.000445376	0.000494597	0.000418016	0.000477422	0.000468413	0.000471616	0.000325179
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	0.000241927	0	0.000207082	0.000517466	0.000283167	0.000383973	0.000230547	0.000364861	0.000523021	0.000657802	0.000489487	0.000401272
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	0	9.42323e-05	0	4.69952e-05	0	0.000209597	0	0	0	0.000187632	0	4.29506e-05
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	0	9.42323e-05	0	4.69952e-05	0	0.000209597	0	0	0	0.000187632	0	4.29506e-05
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0.000101246
PWY-5840: superpathway of menaquinol-7 biosynthesis	0	0	0	0	0	0.000220321	0	0	0	0	0	0.000101243
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	7.23547e-05
PWY-5897: superpathway of menaquinol-11 biosynthesis	0	8.40799e-05	0	0.000103725	0	0.000332557	0	0	0	0.000243939	0	0.000105779
PWY-5898: superpathway of menaquinol-12 biosynthesis	0	8.40799e-05	0	0.000103725	0	0.000332557	0	0	0	0.000243939	0	0.000105779
PWY-5899: superpathway of menaquinol-13 biosynthesis	0	8.40799e-05	0	0.000103725	0	0.000332557	0	0	0	0.000243939	0	0.000105779
PWY-5913: TCA cycle VI (obligate autotrophs)	0	0	0	0.000238497	0	0	0	0	0.00021541	0.000188725	8.72602e-05	0
PWY-5918: superpathay of heme biosynthesis from glutamate	0	0	0.000209022	0.000302643	0.000230415	0.000220037	0	0	0.00021322	0.000383928	0.000226169	0.000116656
PWY-5920: superpathway of heme biosynthesis from glycine	0	0	0.000163589	0.000212836	0	0	0	0	0	0.000277467	0	6.20431e-05
PWY-5971: palmitate biosynthesis II (bacteria and plants)	0	0	0	0	0	0	0	0	0.000205356	0	0	0
PWY-5973: cis-vaccenate biosynthesis	0.000334907	0	0	0.000366661	0.000368396	0.000529215	0.000106207	0.000185137	0.000188442	0.000364267	0.000124367	0.000314243
PWY-5989: stearate biosynthesis II (bacteria and plants)	0	9.78409e-05	0	0.000209497	6.25707e-05	0.000297993	0	0	9.77905e-05	0.000208719	0.000137401	0.000205016
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.00071181	0.000173766	0.000127307	0.000380957	0.000284115	0.000337555	0.000247379	0.000388481	0.000355078	0.000377462	0.0006785	0.000357357
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.000713295	0.000233093	0.000114279	0.000355717	0.000246273	0.00032554	0.000234233	0.000358913	0.000318437	0.000340601	0.000727887	0.000361196
PWY-6123: inosine-5'-phosphate biosynthesis I	0.000458404	0	0.000246978	0.0003665	0.000214974	0.000310455	0.000424277	8.55988e-05	0.000470857	0.000320169	0.000702189	0.000277541
PWY-6124: inosine-5'-phosphate biosynthesis II	0.000454852	0	0.000253093	0.000375868	0.000245932	0.000273817	0.000105728	7.59562e-05	0.000447293	0.000255938	0.00067528	0.000231483
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0	0.000235246	0	0.000500189	0.000293801	0.00051896	0.000231526	0	0.000306268	0.000468754	0.000748356	0.000443584
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.000146648	0.000406861	0	0.000580098	0.000355584	0.000630964	0.000309299	0.000211942	0.000441616	0.000639722	0.000830371	0.000436564
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0	0.000204772	0	0.000378324	0.000428385	0.00047506	0.000132526	0	0.000126813	0.000354223	5.60815e-05	0.000367871
PWY-6151: S-adenosyl-L-methionine cycle I	0.000592565	0.00018405	0.000313609	0.00055393	0.000628755	0.000748334	0.000228359	6.27167e-05	0.000545993	0.000691956	0.000747952	0.000304119
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.000632271	0.000100597	0	0.000334283	0.000382454	0.000462357	0.000223886	0.000284802	0.000525761	0.000685529	0.000533824	0.000231732
PWY-6168: flavin biosynthesis III (fungi)	0	0	0	0.00035285	0.000191545	0	0	0	0.000146922	0.000356407	0.000173292	0.000259793
PWY-621: sucrose degradation III (sucrose invertase)	0	0.000102888	0	5.56507e-05	0	0	0.000239986	0.000106601	0.000159307	0.000294601	6.4572e-05	9.15092e-05
PWY-6270: isoprene biosynthesis I	0	0	0	0.000225893	0.000135329	0.000364177	9.51567e-05	0.00018179	0.000166238	0.000172875	0	0.000246291
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.000713295	0.000233093	0.000114279	0.000355717	0.000246273	0.00032554	0.000234233	0.000358913	0.000318437	0.000340601	0.000727887	0.000361196
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0	9.79853e-05	0	0.000354209	0.000583423	0.000382826	0	0.000171958	0.00019898	0.000281899	0.000141248	0.000278549
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0	0	0	0	0	0	0	0	0.000144219	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)	0.000356298	7.05405e-05	0	0.000174043	6.42475e-05	0	0.000199528	0	0.000222693	0.000365941	0.000135218	0.000231416
PWY-6353: purine nucleotides degradation II (aerobic)	0	0	0	0	0	0	0	0	0.000283872	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.000485295	0	0.000204966	0.000301759	0.000256907	0	0.0001722	0	0.000536466	0.000469342	0.000165454	0.000349008
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.000615761	0.000314279	0.000335079	0.000543117	0.000325428	0.000671239	0.000390569	0.0002509	0.000633091	0.000770353	0.000659675	0.000324148
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.000604186	0.000265943	0.000264025	0.000526768	0.000303857	0.000660431	0.000366061	0.000232371	0.00063687	0.000753833	0.000595057	0.000356024
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0	0	0	4.96067e-05	0	0	0.000129443	0	0	0	2.53209e-05	0.000208138
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0	0	0	9.58016e-05	0.000312031	0	0	0	5.53684e-05	0.000131319	0	0.000235536
PWY-6527: stachyose degradation	0	0	0.000231966	7.76296e-05	0	0	0	0.000127377	3.69734e-05	0	0	9.12096e-05
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0	0.000235376	0	0	0	0	0	0	0.000108698	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0	0	0	0	0	0	0	0	5.31329e-05	0	0	0
PWY-6606: guanosine nucleotides degradation II	0	0	0	0	0	0	0	0	6.22312e-05	0	0	0
PWY-6608: guanosine nucleotides degradation III	0	0	0	4.50781e-05	0	0	0	0	0.00048131	0.000209931	0.000190979	0
PWY-6609: adenine and adenosine salvage III	0.000298182	0	0	0.000334813	0	0.000310782	0.000452658	0.000129193	0.000385079	0.000666802	0.00026334	0.00028724
PWY-6628: superpathway of L-phenylalanine biosynthesis	0	0	0	0.000114286	0	0.000130137	0	0	0	0.0001331	0.000213379	0
PWY-6700: queuosine biosynthesis	0.000128235	0.000349687	0	0.000572584	0	0.000706224	0.000485638	0.000125589	0.000464829	0.000511689	0.000576265	0.000378103
PWY-6703: preQ0 biosynthesis	0.000101302	0	0	9.67433e-05	0	0.000531765	0.000123562	0	0.000321526	0.000418794	0.000249785	0.000184584
PWY-6737: starch degradation V	0.000355931	3.51638e-05	0.000156547	0.000427603	0.000273813	0.000111096	0.000150397	0	0.000207862	0.000394316	0.000484882	0.000293631
PWY-6803: phosphatidylcholine acyl editing	0	0	0	0.000149758	3.25125e-05	0	0	0	3.40853e-05	0.000171408	0	0
PWY-6897: thiamin salvage II	0.000401633	0	0.00026533	0.000280089	0.000407741	0.00033646	0.000124774	0.000297228	0.000200028	0.00037273	0.000205785	0.000219321
PWY-6901: superpathway of glucose and xylose degradation	0	0	0	0	0	0	0	0	0	0	0	0.000163899
PWY-6936: seleno-amino acid biosynthesis	3.84958e-05	0.000214597	8.95003e-05	0.00029986	0.000351865	0.000122439	0.000285825	0.000104519	0.000315556	0.000569032	0.000534529	0.000305709
PWY-7013: L-1,2-propanediol degradation	0.000119571	0	0	0	0.000158878	0	0	0	0	0	0	7.20905e-05
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.000418915	0.000293277	0.000477867	0.000801725	0.000360894	0.00030851	0.000337874	0.000386016	0.000612948	0.000708963	0.000691768	0.000319672
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0	0	0	0.000148479	0	0	0	0	0	0.00016974	4.82636e-05	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0	0	0	0.000227183	0	0	0	0	0.000140014	0.000187406	0.00012231	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0	0.000269652	0	0.000408491	0.000290697	0.00020095	0	0	0.000283117	0.000457611	0.000805089	0.000295374
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	9.99239e-05	0.000158578	0	0.000452644	0	0.000115602	0	0.00016912	0.000321651	0.000409434	0.000446615	0.000241162
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0	0.000186715	0	0.000299084	0.000211065	0.000114282	0.00016538	0	0.000212226	0.00046526	0.000857876	0.00029358
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0	0.000197384	0	0	0	0	0	0	9.40471e-05	0	0	0
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.00037162	0.000315574	0.00039974	0.000268227	0.000265945	0.000243342	0.000321173	0.000174308	0.000312222	0.000364796	0.000611289	0.000152411
PWY-7208: superpathway of pyrimidine nucleobases salvage	0	0	0	0.000475726	0.000299814	0.000622029	0.000231681	0	0.000270152	0.000470819	0.00071167	0.000348587
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0	0.00024428	0	0	0	0	0	0	0.000114767	0	0	0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0	0	0	0	0	0	0	0	0.000171267	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis	0.000817752	0.000541998	0.000456092	0.000869487	0.000622106	0.000949535	0.000613757	0.000552876	0.000908418	0.00118588	0.000851495	0.000631825
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	7.03571e-05	0.000644234	0	0.000429905	0.000270285	0.000468404	0.000204522	0.00012021	0.000263163	0.000396465	0.000879044	0.000412088
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.000266618	0.000377654	0.000254191	0.000660963	0.000334517	0.000567315	0.000272743	0.000549515	0.000575902	0.000596352	0.000827697	0.000493746
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	7.03571e-05	0.000644234	0	0.000429905	0.000270285	0.000468404	0.000204522	0.00012021	0.000263163	0.000396465	0.000879044	0.000412088
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0	0.00044597	0	0.000531892	0.000317771	0.00055506	0.000253509	0	0.000337525	0.000484126	0.000852488	0.000455997
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.000223742	0.000389351	0	0.000641526	0.000407007	0.000680023	0.000373471	0.000267295	0.000557023	0.000714072	0.000830714	0.00044737
PWY-7234: inosine-5'-phosphate biosynthesis III	0.000260718	0	0	0.000365094	0.000130363	0.000310455	0.000120045	0	0.000348982	0.000320169	0.000700297	0.000277541
PWY-7237: myo-, chiro- and scillo-inositol degradation	0	0	0	6.11272e-05	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.000320763	0	0	0.000419189	0.000168788	0	0	0.000270832	0.00043838	0.000438157	0.000397837	0.000212253
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0	0	0	0.000107643	0	0	0	0	8.00327e-05	0.000174585	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	0.000112596	0.000106178	0.000148905	0.000212748	0	0	0	0.000292119	0.000172943	0.000278999	0.000355752	0.000208691
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.000417348	0	0.000274886	0.000286655	0.000336717	0.000302076	0.000394135	0.000276669	0.00019584	0.000501305	0.000208361	0.000357179
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0	0	0	0.000155529	0	0	0	0.000348834	0.000170433	0.000172158	0.000340942	0.000115495
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0	9.30267e-05	0	0.000370879	0.000526003	0.000324842	0	0.000224389	0.000415675	0.000298669	0.000433806	0.000304237
