# Pathway	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
UNINTEGRATED|g__Granulicatella.s__Granulicatella_elegans	0	0	0	0	0.00679318	0	0	0	0	0	0	0
UNINTEGRATED|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0.0219477
UNINTEGRATED|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	0.00771747
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0.0279655	0	0	0	0	0	0.0765711	0	0
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0.0384763	0.0525573	0.0626995	0	0.0353137	0	0.0449053	0.0502099	0.0409414	0.184909	0.0184211
UNINTEGRATED|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	0	0	0	0	0	0	0	0	0	0.0251463	0	0
UNINTEGRATED|g__Haemophilus.s__Haemophilus_sputorum	0	0.0416146	0	0.0111397	0	0	0	0	0	0.0155386	0	0
UNINTEGRATED|g__Leptotrichia.s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0.0118801
UNINTEGRATED|g__Leptotrichia.s__Leptotrichia_wadei	0	0	0	0	0	0.00620537	0	0	0	0	0	0
UNINTEGRATED|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.0869392	0	0	0	0	0.073253	0.0666555	0.0468232	0
UNINTEGRATED|g__Neisseria.s__Neisseria_meningitidis	0	0	0	0	0	0	0	0	0.00853645	0.0089435	0	0
UNINTEGRATED|g__Neisseria.s__Neisseria_subflava	0	0	0	0.0814939	0	0	0	0	0.0724662	0.0711878	0	0
UNINTEGRATED|g__Oribacterium.s__Oribacterium_sinus	0	0	0	0.0126272	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Porphyromonas.s__Porphyromonas_endodontalis	0	0	0	0	0	0	0	0	0	0	0	0.0111654
UNINTEGRATED|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	0.0357927
UNINTEGRATED|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.163801	0.0324867	0	0	0	0.00525721	0
UNINTEGRATED|g__Prevotella.s__Prevotella_nanceiensis	0	0	0	0	0.0125982	0	0	0	0	0	0	0
UNINTEGRATED|g__Prevotella.s__Prevotella_nigrescens	0.0564642	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Prevotella.s__Prevotella_oris	0	0	0	0	0	0	0	0	0	0	0	0.0327349
UNINTEGRATED|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	0	0.0208346	0	0	0	0
UNINTEGRATED|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0.022708	0	0	0	0	0.0314158	0.0136021	0.0811974	0
UNINTEGRATED|g__Solobacterium.s__Solobacterium_moorei	0.0171312	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Sphingomonas.s__Sphingomonas_melonis	0	0.391914	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	0.0424103	0	0.00957611	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0.0265263	0	0	0	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0.0512402	0	0.00765141	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0.0279305	0	0	0.196762	0	0	0.0757912	0.0332205	0.0587759
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0.0230395	0	0.0158507	0	0.029069	0.0159824	0.0185291	0	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0.00486867
UNINTEGRATED|g__Treponema.s__Treponema_denticola	0	0	0	0	0	0	0	0	0	0	0	0.0243146
UNINTEGRATED|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.0816932	0	0	0	0	0	0
UNINTEGRATED|g__Veillonella.s__Veillonella_dispar	0	0	0	0	0	0	0	0.0210015	0	0	0.0462957	0
UNINTEGRATED|g__Veillonella.s__Veillonella_parvula	0	0	0	0.00644313	0	0	0	0.0284324	0	0	0.024828	0.0346702
UNINTEGRATED|unclassified	0.112915	0	0	0	0	0	0	0	0	0	0.0442621	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	0.000141159	0	0	0	0	0	0.000139076	0	0.000284856	0.000347455	0.000104993	0.00029482
ANAEROFRUCAT-PWY: homolactic fermentation	0.000208318	0	0.000389085	0.000209365	0.000281005	0.00016298	0	0.000143214	0.00023058	0.000281444	0.000208359	0.000260879
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.000545707	0.000200919	0.000373339	0.000457817	0.000412271	0.000297572	0	0.000281318	0.000533395	0.000409094	0.000493216	0.000374566
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000213583	0	0	0	0.000134114	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0.000105479	0	7.17848e-05	0	0	6.23916e-05	0	0.000191879	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	6.09493e-05	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0	0.000237783	0	0.000286988	0	0	0	0.000281984	0.000161556	0.00043498	0.000244727	0.000162912
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	6.04058e-05	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Neisseria.s__Neisseria_flavescens	0	0	0	5.87633e-05	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	5.17824e-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0	0	0	0.000225127	0	0	0	0	0.000183037	0.000447613	8.42648e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Neisseria.s__Neisseria_flavescens	0	0	0	3.63304e-05	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	0	9.73662e-05	0	0.000334701	0.000319048	0.000458613	0.000163507	0.000330709	0.000509298	0.000613525	0.00053685	0.000258529
ARO-PWY: chorismate biosynthesis I|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	7.34198e-05	0	0
ARO-PWY: chorismate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	7.11024e-05	5.62743e-05	0.000213933	0
ARO-PWY: chorismate biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	5.84356e-05	0	0	0	0	9.08683e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	7.91277e-05	0	0	0	0	6.23755e-05	8.4555e-05	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	5.74968e-05	5.40711e-05	0.000198042	0.000183625	0	0.000497887	6.04293e-05	0.000188702	0.000221061	0.000334363	0.00036043	0.000211542
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	1.91189e-05
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	3.06843e-05	0	0	0	0	0	0.000154134	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	4.36711e-05	0	0	0	0	3.24875e-05	4.3264e-05	0.000268871	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000297012	4.29489e-05	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0	0	0	0.000113359	0.000184768	0	0	0	6.51031e-05	0.000154626	0	0.000202
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	0.000494951	0.000291322	0.000497107	0.000653208	0.000519281	0.000375283	0.00033639	0.000315479	0.000438817	0.000567958	0.000667292	0.000304524
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Campylobacter.s__Campylobacter_showae	0	0	0	0	2.9795e-05	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000443692	0	0.000157137	0	0.000325472	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0	0	0	0	3.1163e-05	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.47833e-05	0	0	0	0	2.5226e-05	2.6727e-05	3.95925e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Sphingomonas.s__Sphingomonas_melonis	0	0.000196189	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	5.09181e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	6.58406e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	3.93071e-05	0	0	0.000217953	0	0	4.09721e-05	4.00025e-05	4.84392e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.000550552	0	0	0.000493574	0.000466026	0.000298686	0.000230578	0.000168803	0.000181108	0.000391279	0.000217229	0.000384244
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000316568	0	0	0	0.000248046	0	0	0	0	0	0	8.51764e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Gemella.s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	4.46236e-05	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	0.000480227	0.000163915	0.000356159	0.000513131	0.000465772	0.000645415	0.000418026	0.000660702	0.000583931	0.000604168	0.000713585	0.00040887
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000264878	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alloprevotella.s__Alloprevotella_tannerae	0.000109893	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000233264	0	0	0	0.000132547	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Gemella.s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	7.10764e-05	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Gemella.s__Gemella_sanguinis	0	0	0	0	0	0	0	0	7.55065e-05	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	1.67623e-05
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	4.70694e-05	0	0	0	0	0	0.000115371	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	5.44654e-05	0	0	0	0	0	6.08795e-05	0.000390031	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_flavescens	0	0	0	7.69688e-05	0	0	0	0	0	0.000101554	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_subflava	0	0	0	4.71114e-05	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	5.31314e-05
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000294094	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	7.04495e-05	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	7.92466e-05	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0.000100255	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0.000168116	0	0	6.92678e-05	0	8.85369e-05
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	8.13911e-05	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000115808	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	6.50057e-05
COA-PWY: coenzyme A biosynthesis I	0.000348159	0.000199121	0	0.000139155	0.000426863	0.000645415	0.000263239	0.000578683	0.000128908	0.000348606	9.67864e-05	0.000240166
COA-PWY: coenzyme A biosynthesis I|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000264878	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Alloprevotella.s__Alloprevotella_tannerae	9.01358e-05	0	0	0	0	0	5.50619e-05	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000186734	0	0	0	9.11745e-05	3.69388e-05	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	1.55616e-05
COA-PWY: coenzyme A biosynthesis I|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	6.14118e-05	0	0	0	0	0	0.000165269	0	0
COA-PWY: coenzyme A biosynthesis I|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	5.31314e-05
COA-PWY: coenzyme A biosynthesis I|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000294094	0	0	0	0	3.06084e-05	0
COA-PWY: coenzyme A biosynthesis I|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	7.61347e-05	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	8.36428e-05	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0.000128429	0	0	0	0	8.85369e-05
COA-PWY: coenzyme A biosynthesis I|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.00011971	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Veillonella.s__Veillonella_dispar	0	0	0	0	0	0	0	7.87782e-05	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	3.39104e-05
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0	0.000106469	0	0.00034965	0.000317864	0.000468161	0.000169929	0.000354137	0.000518777	0.000622228	0.000538809	0.000261391
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	8.0138e-05	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	7.48322e-05	5.88516e-05	0.000209068	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.47135e-05	0	0	0	0	9.94171e-05	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	8.29804e-05	0	0	0	0	5.92355e-05	8.86856e-05	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0.000124412	0	0	0.00040733	0	0	0	0.000278728	0.000322854	0.00048485	0.000457865	0.000135391
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000127031	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	6.97315e-05	0	0	0	0	0	0	0.000235494	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.00446e-05	0	0	0	0	7.36534e-05	4.24069e-05	4.66587e-05	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	6.61778e-05	0	0	0	0	7.90789e-05	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0	0	0	0.00043858	0	0.000205194	0	0	0.000345296	0.000361442	0.000469852	0.00032243
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	5.37038e-05	0	0	0	0	5.11474e-05	0	0.000157458	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.000683071	0	0.000166182	0.000401838	0.00057034	0.000276274	0.00034539	0.000139803	0.000329548	0.000275386	0.000172203	0.000203594
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000269401	0	0.000128704	0	0.000422081	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000146068	0	0	0	0	4.83577e-05	0.000120504	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	0.000103958	0	0	0	0	6.87791e-05	6.81869e-05	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	4.16195e-05
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000147663	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Prevotella.s__Prevotella_nigrescens	7.27919e-05	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	5.28995e-05	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	0.000235746	0	0	0	0	0	0	0	0	0	0.000118269	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	0	0.000109603	0	0.00037063	0.000610126	0.000406035	0	0.000186917	0.000224892	0.000309031	0.000166941	0.000292252
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.00040464	0	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Capnocytophaga.s__Capnocytophaga_granulosa	0	0	0	0	0	0	0	0	0	0	0	3.14442e-05
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000100586	0	0	0	0	3.86272e-05	9.90608e-05	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	6.71494e-05	5.61143e-05	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0	0.000107105	0	0.000422222	0.000429038	0.000336048	0	0.000225909	0.000487865	0.000282519	0.000711201	0.000364139
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0.000127579	0	9.02646e-05	0	0	5.36688e-05	0	0.000434084	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Neisseria.s__Neisseria_flavescens	0	0	0	9.54526e-05	0	0	0	0	0.000132457	7.33431e-05	3.95559e-05	0
FERMENTATION-PWY: mixed acid fermentation	0	0	0	0.000269961	0	0	0	0	0.000225331	0.000227572	0.000102671	0
FUCCAT-PWY: fucose degradation	0	0.000209286	0	3.24425e-05	0	0	0	0	0	0.000374222	0	0
FUCCAT-PWY: fucose degradation|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	3.08137e-05	0	0	0	0	0	0.000227464	0	0
FUCCAT-PWY: fucose degradation|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	0	0	0	0	0	0	0	0	0	0.000121322	0	0
FUCCAT-PWY: fucose degradation|g__Haemophilus.s__Haemophilus_sputorum	0	0.000209286	0	0	0	0	0	0	0	4.47606e-05	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0	9.58363e-05	0.000168313	0.00017456	0.000324349	0.000167183	0	0	0.000143144	0.000420646	0.000330837	0.000183244
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	5.74021e-05
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Gemella.s__Gemella_haemolysans	0	0	0	4.03277e-05	0	0	0	0	0	0.000144431	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000122871	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	4.67382e-05	0.000292413	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Haemophilus.s__Haemophilus_sputorum	0	8.46932e-05	0	0	0	0	0	0	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I	0	0	0	0	0	0	0	0	0	0	7.73053e-05	0.000203626
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0	0	0	2.21672e-05	0	0	0	0	0	3.36506e-05	8.84271e-05	2.2297e-05
GLUTORN-PWY: L-ornithine biosynthesis	0	0.000201933	0	0.000144842	0	0	0	0.000123928	9.08586e-05	0.000363892	9.24111e-05	7.28203e-05
GLUTORN-PWY: L-ornithine biosynthesis|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	4.1128e-05	0	0	0	0	0	6.68924e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	0	0	0	0	0	0	0	0	0	2.51053e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Haemophilus.s__Haemophilus_sputorum	0	8.06305e-05	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	2.52966e-05	0	0	0	0	3.05307e-05	7.08195e-05	2.74943e-05	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	4.35695e-05	0	0	0	0	0	6.32264e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Veillonella.s__Veillonella_dispar	0	0	0	0	0	0	0	0	0	0	3.6352e-05	0
