# Pathway	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
UNINTEGRATED|g__Gemella.s__Gemella_sanguinis	0	0	0	0	0	0	0	0	0.0436745	0	0	0
UNINTEGRATED|g__Granulicatella.s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0.00927727	0	0	0
UNINTEGRATED|g__Granulicatella.s__Granulicatella_elegans	0	0	0	0	0.00679318	0	0	0	0	0	0	0
UNINTEGRATED|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0.0219477
UNINTEGRATED|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	0.00771747
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0.0279655	0	0	0	0	0	0.0765711	0	0
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0.0384763	0.0525573	0.0626995	0	0.0353137	0	0.0449053	0.0502099	0.0409414	0.184909	0.0184211
UNINTEGRATED|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	0	0	0	0	0	0	0	0	0	0.0251463	0	0
UNINTEGRATED|g__Haemophilus.s__Haemophilus_sputorum	0	0.0416146	0	0.0111397	0	0	0	0	0	0.0155386	0	0
UNINTEGRATED|g__Leptotrichia.s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0.0118801
UNINTEGRATED|g__Leptotrichia.s__Leptotrichia_wadei	0	0	0	0	0	0.00620537	0	0	0	0	0	0
UNINTEGRATED|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.0869392	0	0	0	0	0.073253	0.0666555	0.0468232	0
UNINTEGRATED|g__Neisseria.s__Neisseria_meningitidis	0	0	0	0	0	0	0	0	0.00853645	0.0089435	0	0
UNINTEGRATED|g__Neisseria.s__Neisseria_subflava	0	0	0	0.0814939	0	0	0	0	0.0724662	0.0711878	0	0
UNINTEGRATED|g__Oribacterium.s__Oribacterium_sinus	0	0	0	0.0126272	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Porphyromonas.s__Porphyromonas_endodontalis	0	0	0	0	0	0	0	0	0	0	0	0.0111654
UNINTEGRATED|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	0.0357927
UNINTEGRATED|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.163801	0.0324867	0	0	0	0.00525721	0
UNINTEGRATED|g__Prevotella.s__Prevotella_nanceiensis	0	0	0	0	0.0125982	0	0	0	0	0	0	0
UNINTEGRATED|g__Prevotella.s__Prevotella_nigrescens	0.0564642	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Prevotella.s__Prevotella_oris	0	0	0	0	0	0	0	0	0	0	0	0.0327349
UNINTEGRATED|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	0	0.0208346	0	0	0	0
UNINTEGRATED|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0.022708	0	0	0	0	0.0314158	0.0136021	0.0811974	0
UNINTEGRATED|g__Solobacterium.s__Solobacterium_moorei	0.0171312	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Sphingomonas.s__Sphingomonas_melonis	0	0.391914	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	0.0424103	0	0.00957611	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0.0265263	0	0	0	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0.0512402	0	0.00765141	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0.0279305	0	0	0.196762	0	0	0.0757912	0.0332205	0.0587759
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0.0230395	0	0.0158507	0	0.029069	0.0159824	0.0185291	0	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0.00486867
UNINTEGRATED|g__Treponema.s__Treponema_denticola	0	0	0	0	0	0	0	0	0	0	0	0.0243146
UNINTEGRATED|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.0816932	0	0	0	0	0	0
UNINTEGRATED|g__Veillonella.s__Veillonella_dispar	0	0	0	0	0	0	0	0.0210015	0	0	0.0462957	0
UNINTEGRATED|g__Veillonella.s__Veillonella_parvula	0	0	0	0.00644313	0	0	0	0.0284324	0	0	0.024828	0.0346702
UNINTEGRATED|unclassified	0.112915	0	0	0	0	0	0	0	0	0	0.0442621	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000213583	0	0	0	0.000134114	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0.000105479	0	7.17848e-05	0	0	6.23916e-05	0	0.000191879	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	6.09493e-05	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	6.04058e-05	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Neisseria.s__Neisseria_flavescens	0	0	0	5.87633e-05	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	5.17824e-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Neisseria.s__Neisseria_flavescens	0	0	0	3.63304e-05	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	7.34198e-05	0	0
ARO-PWY: chorismate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	7.11024e-05	5.62743e-05	0.000213933	0
ARO-PWY: chorismate biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	5.84356e-05	0	0	0	0	9.08683e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	7.91277e-05	0	0	0	0	6.23755e-05	8.4555e-05	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	1.91189e-05
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	3.06843e-05	0	0	0	0	0	0.000154134	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	4.36711e-05	0	0	0	0	3.24875e-05	4.3264e-05	0.000268871	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000297012	4.29489e-05	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Campylobacter.s__Campylobacter_showae	0	0	0	0	2.9795e-05	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000443692	0	0.000157137	0	0.000325472	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0	0	0	0	3.1163e-05	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.47833e-05	0	0	0	0	2.5226e-05	2.6727e-05	3.95925e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Sphingomonas.s__Sphingomonas_melonis	0	0.000196189	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	5.09181e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	6.58406e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	3.93071e-05	0	0	0.000217953	0	0	4.09721e-05	4.00025e-05	4.84392e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000316568	0	0	0	0.000248046	0	0	0	0	0	0	8.51764e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Gemella.s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	4.46236e-05	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000264878	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alloprevotella.s__Alloprevotella_tannerae	0.000109893	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000233264	0	0	0	0.000132547	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Gemella.s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	7.10764e-05	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Gemella.s__Gemella_sanguinis	0	0	0	0	0	0	0	0	7.55065e-05	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	1.67623e-05
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	4.70694e-05	0	0	0	0	0	0.000115371	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	5.44654e-05	0	0	0	0	0	6.08795e-05	0.000390031	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_flavescens	0	0	0	7.69688e-05	0	0	0	0	0	0.000101554	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_subflava	0	0	0	4.71114e-05	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	5.31314e-05
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000294094	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	7.04495e-05	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	7.92466e-05	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0.000100255	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0.000168116	0	0	6.92678e-05	0	8.85369e-05
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	8.13911e-05	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000115808	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	6.50057e-05
COA-PWY: coenzyme A biosynthesis I|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000264878	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Alloprevotella.s__Alloprevotella_tannerae	9.01358e-05	0	0	0	0	0	5.50619e-05	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000186734	0	0	0	9.11745e-05	3.69388e-05	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	1.55616e-05
COA-PWY: coenzyme A biosynthesis I|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	6.14118e-05	0	0	0	0	0	0.000165269	0	0
COA-PWY: coenzyme A biosynthesis I|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	5.31314e-05
COA-PWY: coenzyme A biosynthesis I|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000294094	0	0	0	0	3.06084e-05	0
COA-PWY: coenzyme A biosynthesis I|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	7.61347e-05	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	8.36428e-05	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0.000128429	0	0	0	0	8.85369e-05
COA-PWY: coenzyme A biosynthesis I|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.00011971	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Veillonella.s__Veillonella_dispar	0	0	0	0	0	0	0	7.87782e-05	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	3.39104e-05
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	8.0138e-05	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	7.48322e-05	5.88516e-05	0.000209068	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.47135e-05	0	0	0	0	9.94171e-05	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	8.29804e-05	0	0	0	0	5.92355e-05	8.86856e-05	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000127031	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	6.97315e-05	0	0	0	0	0	0	0.000235494	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.00446e-05	0	0	0	0	7.36534e-05	4.24069e-05	4.66587e-05	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	6.61778e-05	0	0	0	0	7.90789e-05	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	5.37038e-05	0	0	0	0	5.11474e-05	0	0.000157458	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000269401	0	0.000128704	0	0.000422081	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000146068	0	0	0	0	4.83577e-05	0.000120504	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	0.000103958	0	0	0	0	6.87791e-05	6.81869e-05	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	4.16195e-05
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000147663	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Prevotella.s__Prevotella_nigrescens	7.27919e-05	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	5.28995e-05	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	0.000235746	0	0	0	0	0	0	0	0	0	0.000118269	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.00040464	0	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Capnocytophaga.s__Capnocytophaga_granulosa	0	0	0	0	0	0	0	0	0	0	0	3.14442e-05
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000100586	0	0	0	0	3.86272e-05	9.90608e-05	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	6.71494e-05	5.61143e-05	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0.000127579	0	9.02646e-05	0	0	5.36688e-05	0	0.000434084	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Neisseria.s__Neisseria_flavescens	0	0	0	9.54526e-05	0	0	0	0	0.000132457	7.33431e-05	3.95559e-05	0
FUCCAT-PWY: fucose degradation|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	3.08137e-05	0	0	0	0	0	0.000227464	0	0
FUCCAT-PWY: fucose degradation|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	0	0	0	0	0	0	0	0	0	0.000121322	0	0
FUCCAT-PWY: fucose degradation|g__Haemophilus.s__Haemophilus_sputorum	0	0.000209286	0	0	0	0	0	0	0	4.47606e-05	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	5.74021e-05
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Gemella.s__Gemella_haemolysans	0	0	0	4.03277e-05	0	0	0	0	0	0.000144431	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000122871	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	4.67382e-05	0.000292413	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Haemophilus.s__Haemophilus_sputorum	0	8.46932e-05	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	4.1128e-05	0	0	0	0	0	6.68924e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	0	0	0	0	0	0	0	0	0	2.51053e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Haemophilus.s__Haemophilus_sputorum	0	8.06305e-05	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	2.52966e-05	0	0	0	0	3.05307e-05	7.08195e-05	2.74943e-05	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	4.35695e-05	0	0	0	0	0	6.32264e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Veillonella.s__Veillonella_dispar	0	0	0	0	0	0	0	0	0	0	3.6352e-05	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	4.26074e-05
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000273964	0	0	0	0.000155183	0	0	0	0	0	0	6.58844e-05
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	3.61757e-05
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000192625	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000159646	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0.000136227	0	0	0	0	0	0	3.03591e-05	0.000116136	3.28325e-05
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Neisseria.s__Neisseria_flavescens	0	0	0	5.55954e-05	0	0	0	0	4.59281e-05	7.18241e-05	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Neisseria.s__Neisseria_subflava	0	0	0	0.00010001	0	0	0	0	0	6.73632e-05	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000181576	0	0	0	0	0	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Corynebacterium.s__Corynebacterium_matruchotii	0	0	0	0	0	0	0	8.81604e-05	0	0	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.00013761	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	9.99661e-05	0.00012373	0	3.5303e-05	0	0	8.23697e-05	3.25903e-05	0.000144451	2.40877e-05
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000117866	0	0	0	0	7.0744e-05	1.63525e-05	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Neisseria.s__Neisseria_subflava	0	0	0	0.000121518	0	0	0	0	0	1.72415e-05	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000189488	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Bacteroidetes_noname.s__Bacteroidetes_oral_taxon_274	0	0	0	0	0	0	0	0	0	0	0	1.65751e-05
HISDEG-PWY: L-histidine degradation I|g__Corynebacterium.s__Corynebacterium_matruchotii	0	0	0	0	0	0	0	0.000115644	0	0	0	2.77445e-05
HISDEG-PWY: L-histidine degradation I|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000342791	0	0	0	0.000171581	3.40055e-05	0	0	0	0	0	5.04097e-05
HISDEG-PWY: L-histidine degradation I|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0.000102467	5.86314e-05	0	0	3.95383e-05	0	0	7.49563e-05	0	0
HISDEG-PWY: L-histidine degradation I|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	5.07797e-05
HISDEG-PWY: L-histidine degradation I|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	2.72111e-05	0	0	0	0	0	6.83536e-05	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	4.24171e-05	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000197152	0	0	0	0	0	0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Leptotrichia.s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	3.01525e-05
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	3.37901e-05	0	0	0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	3.95365e-05	0	0	0.000138669	0	0	0	0	3.60933e-05
