Kingdom	Phylum	Class	Order	Family	Genus	Cancer: mean rel. freq. (%)	Cancer: std. dev. (%)	Normal: mean rel. freq. (%)	Normal: std. dev. (%)	p-values	p-values (corrected)	Difference between means	95.0% lower CI	95.0% upper CI	Note	C1	C1: parent seq. count	C1: rel. freq. (%)	C2	C2: parent seq. count	C2: rel. freq. (%)	C3	C3: parent seq. count	C3: rel. freq. (%)	C4	C4: parent seq. count	C4: rel. freq. (%)	C5	C5: parent seq. count	C5: rel. freq. (%)	C6	C6: parent seq. count	C6: rel. freq. (%)	N1	N1: parent seq. count	N1: rel. freq. (%)	N2	N2: parent seq. count	N2: rel. freq. (%)	N3	N3: parent seq. count	N3: rel. freq. (%)	N4	N4: parent seq. count	N4: rel. freq. (%)	N5	N5: parent seq. count	N5: rel. freq. (%)	N6	N6: parent seq. count	N6: rel. freq. (%)	
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	0.0	0.0	0.225528378439	0.504296785045	0.363217467649	0.363217467649	-0.225528378439	-0.805267531696	0.354210774817		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	1.35317	99.99998	1.35317027063	
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Lautropia	0.0	0.0	0.667645	1.49289960484	0.363217467649	0.363217467649	-0.667645	-2.38388111031	1.04859111031		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	4.00587	100.0	4.00587	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Coriobacteriales	f__Coriobacteriaceae	g__Atopobium	0.0	0.0	0.0700616666667	0.156662649284	0.363217467649	0.363217467649	-0.0700616666667	-0.250160914443	0.11003758111		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.42037	100.0	0.42037	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	Unclassified f__Cardiobacteriaceae	0.0	0.0	1.086335	2.42911890634	0.363217467649	0.363217467649	-1.086335	-3.87884801948	1.70617801948		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	6.51801	100.0	6.51801	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Propionibacteriaceae	g__Propionibacterium	0.0	0.0	1.210735	2.70728576274	0.363217467649	0.363217467649	-1.210735	-4.32302839995	1.90155839995		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	7.26441	100.0	7.26441	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	0.0	0.0	0.114431666667	0.255876985445	0.363217467649	0.363217467649	-0.114431666667	-0.408587630534	0.1797242972		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.68659	100.0	0.68659	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Selenomonas	0.0	0.0	0.186501703967	0.41703048799	0.363217467649	0.363217467649	-0.186501703967	-0.665919596682	0.292916188748		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	1.11901	99.99998	1.1190102238	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnoanaerobaculum	0.0	0.0	0.044711675609	0.0999783460496	0.363217467649	0.363217467649	-0.044711675609	-0.159646696814	0.0702233455961		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.26827	99.99998	0.268270053654	
k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Solobacterium	0.207026666667	0.462925699822	0.0	0.0	0.363217467649	0.363217467649	0.207026666667	-0.325152322362	0.739205655695		1.24216	100.0	1.24216	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Peptostreptococcus	0.03667	0.0819966127349	0.0	0.0	0.363217467649	0.363217467649	0.03667	-0.0575932359487	0.130933235949		0.22002	100.0	0.22002	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Filifactor	0.725486666667	1.62223750344	0.0	0.0	0.363217467649	0.363217467649	0.725486666667	-1.13943618137	2.59040951471		4.35292	100.0	4.35292	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Family_XIII_Incertae_Sedis	Unclassified f__Clostridiales_Family_XIII_Incertae_Sedis	0.173705	0.388416188032	0.0	0.0	0.363217467649	0.363217467649	0.173705	-0.272817917929	0.620227917929		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	1.04223	100.0	1.04223	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Oribacterium	0.105383322795	0.235644273464	0.0	0.0	0.363217467649	0.363217467649	0.105383322795	-0.165513132664	0.376279778254		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.6323	100.00001	0.63229993677	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Eikenella	0.174466666667	0.390119326474	0.0	0.0	0.363217467649	0.363217467649	0.174466666667	-0.274014177761	0.622947511095		1.0468	100.0	1.0468	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Family_XI_Incertae_Sedis	g__Parvimonas	0.129298333333	0.289119862711	0.0	0.0	0.363217467649	0.363217467649	0.129298333333	-0.203073613838	0.461670280505		0.77579	100.0	0.77579	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Catonella	0.208503333333	0.466227626869	0.0	0.0	0.363217467649	0.363217467649	0.208503333333	-0.327471548207	0.744478214874		1.25102	100.0	1.25102	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Veillonella	6.56139656471	10.0731341426	11.6371824356	7.7324720573	0.393812738621	0.393812738621	-5.07578587085	-17.8450488093	7.69347706755		0.0	100.0	0.0	1.91718	100.0	1.91718	2.72231	100.0	2.72231	6.11755	100.00001	6.11754938825	0.0	100.0	0.0	28.61134	100.0	28.61134	3.65562	100.0	3.65562	24.56425	100.0	24.56425	7.29688	99.99999	7.29688072969	3.13128	100.00002	3.13127937374	17.25084	99.99999	17.2508417251	13.92422	99.99998	13.9242227848	
k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillales_noname	g__Gemella	3.686268206	3.18024751288	6.59316483952	6.97943689086	0.424791003621	0.424791003621	-2.90689663352	-11.019943021	5.20614975397		5.72049	100.0	5.72049	0.0	100.0	0.0	6.96584	100.0	6.96584	7.6399	100.00001	7.63989923601	1.6013	100.0	1.6013	0.19008	100.0	0.19008	4.36279	100.0	4.36279	0.0	100.0	0.0	16.95257	99.99999	16.9525716953	15.57196	100.00002	15.5719568856	0.78095	99.99999	0.780950078095	1.89072	99.99998	1.89072037814	
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Aggregatibacter	4.45929666667	9.83420066191	0.714206763019	1.09848038018	0.435120655234	0.435120655234	3.74508990365	-7.54782133903	15.0380011463		0.30798	100.0	0.30798	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	26.4478	100.0	26.4478	0.0	100.0	0.0	1.39467	100.0	1.39467	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	2.89057	99.99998	2.89057057811	
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	0.82913	1.85399104218	0.323596699026	0.723584216317	0.589144961704	0.589144961704	0.505533300974	-1.63316864607	2.64423524801		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	4.97478	100.0	4.97478	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	1.94158	99.99999	1.94158019416	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	0.688238333333	1.04219767863	0.392985078597	0.878741349886	0.638896913471	0.638896913471	0.295253254736	-1.06840518508	1.65891169455		1.41935	100.0	1.41935	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	2.71008	100.0	2.71008	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	2.35791	99.99998	2.35791047158	
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	13.2965546935	14.308090996	16.8930720186	12.6527654938	0.682757297715	0.682757297715	-3.59651732502	-22.6675702135	15.4745355635		0.0	100.0	0.0	41.97796	100.0	41.97796	10.16563	100.0	10.16563	18.38749	100.00001	18.3874881613	0.0	100.0	0.0	9.24825	100.0	9.24825	0.0	100.0	0.0	8.13551	100.0	8.13551	9.21949	99.99999	9.21949092195	30.02137	100.00002	30.0213639957	36.02736	99.99999	36.0273636027	17.9547	99.99998	17.9547035909	
k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	1.32234333333	2.40464422217	0.883391836084	1.87959571317	0.754762130707	0.754762130707	0.438951497249	-2.62651700229	3.50441999679		0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	6.58531	100.0	6.58531	1.34875	100.0	1.34875	0.21782	100.0	0.21782	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	5.08253	99.99998	5.08253101651	
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Actinobacillus	1.41632328861	2.19744843211	1.0385247923	2.32221203189	0.796981335482	0.796981335482	0.377798496312	-2.80927925141	3.56487624403		0.0	100.0	0.0	5.81438	100.0	5.81438	0.0	100.0	0.0	2.68356	100.00001	2.68355973164	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	99.99999	0.0	6.23115	100.00002	6.23114875377	0.0	99.99999	0.0	0.0	99.99998	0.0	
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	10.573751078	12.7942458202	12.3598816329	8.93946758333	0.803824716707	0.803824716707	-1.7861305549	-17.5916728043	14.0194116945		0.0	100.0	0.0	8.6788	100.0	8.6788	18.12279	100.0	18.12279	35.31967	100.00001	35.319666468	0.0	100.0	0.0	1.32125	100.0	1.32125	8.26923	100.0	8.26923	4.77107	100.0	4.77107	26.97374	99.99999	26.9737426974	22.40213	100.00002	22.4021255196	7.68164	99.99999	7.68164076816	4.06148	99.99998	4.0614808123	
k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	9.45493	13.2638235316	8.5342586287	15.2493504113	0.920918473554	0.920918473554	0.9206713713	-19.2709062174	21.11224896		36.19313	100.0	36.19313	0.0	100.0	0.0	4.30447	100.0	4.30447	0.0	100.00001	0.0	16.23198	100.0	16.23198	0.0	100.0	0.0	41.95155	100.0	41.95155	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.78599	99.99999	0.785990078599	8.46801	99.99998	8.4680116936	
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Alloprevotella	0.672946666667	1.5047544919	0.765265	1.7111845608	0.929634882828	0.929634882828	-0.0923183333333	-2.36797147388	2.18333480721		4.03768	100.0	4.03768	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.00001	0.0	0.0	100.0	0.0	0.0	100.0	0.0	4.59159	100.0	4.59159	0.0	100.0	0.0	0.0	99.99999	0.0	0.0	100.00002	0.0	0.0	99.99999	0.0	0.0	99.99998	0.0	
