pathway	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
Arachidonic acid metabolism [PATH:ko00590]	113.006	0.0	150.1769	399.51570000000004	93.3304	637.9694000000002	44.4054	0.0	924.5411	289.124	0.0	76.6754
Arginine and proline metabolism [PATH:ko00330]	6451.8611	846.2745	1933.1461000000002	4619.5392999999995	5555.128299999998	2355.273	7787.818	462.7129	11661.640300000001	4406.78308	4266.236809999999	3935.3163
Arginine biosynthesis [PATH:ko00220]	4051.6654	665.5554	1605.8094999999998	7722.627100000001	10427.387400000001	2998.7734	5308.512999999998	414.7867	8305.3865	14710.003300000002	7640.089910000002	7986.6985
Ascorbate and aldarate metabolism [PATH:ko00053]	610.195	476.94320000000005	538.8134000000001	525.1912	396.3218	509.8898	61.9161	95.9928	1772.1679000000001	2289.0980999999997	105.0659	0.0
Atrazine degradation [PATH:ko00791]	772.5193	215.84810000000004	127.894	3411.0546999999997	470.3454	0.0	53.2957	24.5423	0.0	1295.8117	59.0895	315.2521
Autophagy - yeast [PATH:ko04138]	0.0	122.586	104.448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.45	0.0
Axon regeneration [PATH:ko04361]	0.0	0.0	48.417	70.22399999999999	680.2239999999998	0.0	473.5805	0.0	42.7916	237.3693	360.545	179.433
Bacterial chemotaxis [PATH:ko02030]	2153.9723	2155.2432	828.8744	6782.298099999998	1269.5548000000001	6163.0971	1336.0984	479.44350000000003	490.09430000000003	3199.3298	785.2248999999999	2572.972
Bacterial invasion of epithelial cells [PATH:ko05100]	311.7638	39.8184	0.0	237.268	239.6868	234.243	308.9846	0.0	141.153	423.99979999999994	80.5206	320.87
Bacterial motility proteins [BR:ko02035]	6172.843599999999	5664.7438	7320.6787	8893.0734	5616.462100000002	8544.412500000002	3033.7266000000004	2427.1263000000004	12343.154629999997	12605.98502	9330.269640000004	4796.412199999999
Bacterial secretion system [PATH:ko03070]	11007.24471	2012.6228	7307.708500000001	9310.439219999998	8592.454500000002	12702.5416	6110.965579999999	2360.2085	11066.8487	14946.693140000001	10493.61367	11252.079000000002
Bacterial toxins [BR:ko02042]	2460.9093	312.2504	1265.8672000000001	1534.2159000000001	1398.7864000000002	907.5198	1844.5747	50.8907	1517.8328000000001	3086.2114000000006	1508.6105	2984.2998
Base excision repair [PATH:ko03410]	3097.0626	375.2432	1013.1408999999999	3844.8161000000005	11161.735700000001	3906.3481	4738.3113	597.1030999999999	5436.246	7945.4479	7050.5982	8581.1267
Benzoate degradation [PATH:ko00362]	2533.7209999999995	692.0604	340.8947	890.1056	2908.6683	5852.0625	979.6147	102.801	2738.4996	826.5016000000002	611.9275999999999	2773.5121
Betalain biosynthesis [PATH:ko00965]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bile secretion [PATH:ko04976]	72.0508	0.0	0.0	0.0	725.0939999999999	0.0	158.435	0.0	0.0	0.0	0.0	143.99
Biofilm formation - Escherichia coli [PATH:ko02026]	3922.4986	2088.7771000000002	1551.9705000000001	2870.9591	9775.2007	10445.002	1834.5654	360.9062	5584.9537	6623.3516	8818.379100000002	6854.168500000001
Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	9703.232300000001	1028.5197999999998	1364.5707499999999	2320.4729399999997	2981.6648	2270.7471	3121.7920000000004	465.0739	3986.9814000000006	8104.431900000001	5109.8886	3207.2177
Biofilm formation - Vibrio cholerae [PATH:ko05111]	4840.600600000001	2397.6964	4354.5100999999995	4123.9331999999995	9424.572400000001	3439.0428	2454.708	700.2928999999999	6270.085799999999	5346.1669999999995	11207.182000000003	7210.9218999999985
Biosynthesis of ansamycins [PATH:ko01051]	324.5221	204.1659	2349.3458	1228.8712	965.7173	680.4513	376.3045	2263.1838000000002	1821.8964	2495.2563999999998	1380.1537999999998	1953.5796000000005
Biosynthesis of enediyne antibiotics [PATH:ko01059]	281.004	21.8874	171.0285	316.71	604.106	205.2174	866.732	311.05060000000003	508.6481	230.2728	453.4149	52.9711
Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	0.0	147.769	113.1444	536.1834	0.0	120.668	0.0	322.488	497.653	348.3856	2258.8706	0.0
Biosynthesis of unsaturated fatty acids [PATH:ko01040]	0.0	28.7961	57.1686	6728.2169	0.0	283.3912	38.0051	0.0	2082.4323999999997	2543.9236	752.1291	0.0
Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	891.336	20.5934	0.0	144.1268	1019.7714	605.3320000000001	473.8734	107.68	352.7382	298.0084	709.5733999999999	1550.545
Biosynthesis of various secondary metabolites - part 2 [PATH:ko00998]	463.061	0.0	0.0	527.8891	0.0	0.0	654.082	0.0	583.591	592.3054999999998	109.276	429.571
Biotin metabolism [PATH:ko00780]	4043.4550000000004	354.8429	672.3639000000001	5754.4426	1849.2839999999999	6928.7299	1267.8145000000002	516.4228	4061.8756000000003	6212.515	3196.5245999999997	2764.8536999999997
Bladder cancer [PATH:ko05219]	0.0	0.0	0.0	28.0087	0.0	38.0445	60.4261	0.0	0.0	294.4242000000001	0.0	0.0
Butanoate metabolism [PATH:ko00650]	10953.6641	1750.5553	6049.147779999999	11846.2985	11081.904799999997	12112.3404	4762.0739	1079.2871999999998	9688.839699999999	9211.70273	8062.8922999999995	11493.762200000001
C5-Branched dibasic acid metabolism [PATH:ko00660]	3399.6160999999997	154.8621	1405.7023	2442.2124	3327.0481	1171.096	3242.2966000000006	3243.0666000000006	3968.5973000000004	2202.5714	5085.67357	4325.33
CD molecules [BR:ko04090]	162.01	0.0	0.0	0.0	251.289	529.318	87.2166	143.8338	0.0	0.0	0.0	224.775
Caffeine metabolism [PATH:ko00232]	0.0	331.532	70.3872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caprolactam degradation [PATH:ko00930]	0.0	93.9009	0.0	58.3882	0.0	355.7480000000001	0.0	0.0	0.0	104.273	0.0	0.0
Carbapenem biosynthesis [PATH:ko00332]	0.0	0.0	0.0	203.327	214.864	428.4833	0.0	19.8284	1345.1981999999998	660.66242	236.062	0.0
Carbohydrate digestion and absorption [PATH:ko04973]	408.4469	0.0	0.0	127.4286	260.545	0.0	649.8579	0.0	128.6934	109.2892	50.0332	480.545
Carbohydrate metabolism	128.4039	108.101	79.7879	758.0527000000001	2021.9135999999999	3476.1081999999997	3631.704	132.489	1229.4835	2836.4563	1512.9636999999998	358.866
Carbon fixation in photosynthetic organisms [PATH:ko00710]	7879.9012999999995	1136.6777	7114.6197	11109.1823	10396.182700000001	7056.8542099999995	6280.2941	3175.5076	8604.042899999999	10100.247340000002	8003.104200000001	8277.507200000002
Carbon fixation pathways in prokaryotes [PATH:ko00720]	11385.989100000003	1212.675	5315.548280000001	12692.956799999998	10586.7808	22771.078409999995	8577.234400000001	1669.8442999999997	16568.489300000005	12739.933099999998	12102.72217	13983.163299999998
Cardiac muscle contraction [PATH:ko04260]	0.0	0.0	0.0	320.4308	0.0	0.0	51.1953	0.0	294.88820000000004	251.55880000000002	172.0893	0.0
Carotenoid biosynthesis [PATH:ko00906]	459.9626	88.8254	75.8149	248.41099999999997	978.9197	0.0	34.5835	0.0	375.26640000000003	156.4247	30.5937	0.0
Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	2756.795	874.6551	1191.8863999999999	7927.2551	5588.3043	3117.2826	4544.069800000001	1259.7923	4311.384599999999	8168.6476	5638.57818	3239.9044999999996
Cell cycle - Caulobacter [PATH:ko04112]	5325.8358	1277.5703999999998	1736.9109600000002	4834.413700000001	5732.818799999999	4187.0677	3988.9755999999998	1683.7208	5912.223	6718.01696	5413.82141	3611.1048
Cell growth	3234.8832999999995	248.89749999999998	850.9010000000001	7891.633718	3504.2909	1666.12729	1220.3306000000002	280.0643	2279.8104000000003	1579.5989	1542.9225000000004	1206.1415
Cell motility	0.0	25.5339	289.119	206.8294	0.0	194.629	33.6513	0.0	884.6297	253.15159999999997	212.3887	0.0
Central carbon metabolism in cancer [PATH:ko05230]	2432.4959999999996	1079.1049	1994.4047000000003	3691.6984	1644.3386999999998	366.09630000000004	3849.4261	842.3653	2243.7995	1131.5838	1772.4794999999995	2661.8401
Chagas disease [PATH:ko05142]	270.377	0.0	0.0	0.0	0.0	0.0	0.0	89.7792	0.0	0.0	0.0	0.0
Chaperones and folding catalysts [BR:ko03110]	9692.332599999998	3916.286200000001	6325.433549999999	18751.006809999995	17875.391699999996	21899.820349999995	11480.565799999997	4077.13783	23280.65	23817.7915	27509.65533000001	26356.298399999996
Chemical carcinogenesis [PATH:ko05204]	65.8513	2329.1606	212.8028	226.7448	0.0	12.2333	251.8753	17.3803	333.7024	909.4876	75.6596	150.998
Chloroalkane and chloroalkene degradation [PATH:ko00625]	676.0463000000001	1164.7368000000001	768.5692000000001	2110.4397	283.8535	453.66970000000003	388.4164	270.7795	3977.6506000000004	2485.6205	1764.0955000000001	1115.3011999999999
Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	0.0	73.8845	0.0	181.719	304.633	0.0	0.0	0.0	74.3384	271.7135	472.0801	120.235
Choline metabolism in cancer [PATH:ko05231]	0.0	0.0	48.417	70.22399999999999	680.2239999999998	0.0	473.5805	0.0	42.7916	237.3693	360.545	179.433
Chromosome and associated proteins [BR:ko03036]	24436.1027	12311.019200000002	7937.7435	15812.963490000002	25598.4969	18329.455699999995	13215.421599999998	3961.125	25375.280699999996	22073.962399999993	30126.538089999984	21485.3772
Citrate cycle (TCA cycle) [PATH:ko00020]	6059.451000000001	1544.15812	3482.87388	11550.532399999998	4244.332	14692.6063	3219.7895	1753.2705999999998	13168.895300000002	11562.577339999996	8937.629869999999	7971.824700000001
Cofactor metabolism	506.4801	726.1039999999999	309.9852	5279.5077	677.4495000000002	539.1567	105.592	96.4959	325.32689999999997	399.82599999999996	604.28	159.28840000000002
Coronavirus disease - COVID-19 [PATH:ko05171]	0.0	154.458	65.925	23.701	0.0	0.0	0.0	93.5801	0.0	0.0	0.0	0.0
Cushing syndrome [PATH:ko04934]	34.7326	75.2482	0.0	567.3448000000002	91.0713	261.0255	61.1636	0.0	437.1069	688.6339999999999	220.5682	70.8077
Cyanoamino acid metabolism [PATH:ko00460]	1280.5735	0.0	616.0092	2867.7246999999998	981.1790000000001	763.2124	1470.2654	0.0	4378.2222	4513.024	5588.061	1716.5429999999997
Cysteine and methionine metabolism [PATH:ko00270]	13824.130500000001	3877.6248	4413.1478	12748.498049999998	10638.027744	11360.099900000001	7971.646100000001	1868.7989	11770.297540000001	14341.308719999999	18885.76423	15741.700800000002
Cytoskeleton proteins [BR:ko04812]	3241.628	5797.4611	1756.787	2710.6414999999997	3935.7862999999998	2799.4316	2521.1247000000003	1014.8156999999999	3072.1778000000004	4369.8419	2274.0469100000005	1859.1243000000002
D-Alanine metabolism [PATH:ko00473]	6097.4954	1195.7325	277.36	1804.0492	10207.8603	1095.5846000000001	1891.087	284.2819	2046.6351	3275.2606000000005	3552.8161	983.6405
D-Arginine and D-ornithine metabolism [PATH:ko00472]	2301.748	0.0	0.0	25.8255	182.143	0.0	61.1636	0.0	31.3327	0.0	128.73090000000002	111.773
D-Glutamine and D-glutamate metabolism [PATH:ko00471]	1780.1441	229.8568	890.9392	1714.1597999999997	3206.81	1177.7125999999998	1200.5393	166.7224	1241.4465	4994.535607	3674.6049000000003	1867.7325
DNA repair and recombination proteins [BR:ko03400]	42812.055219999995	13418.712559999998	12817.651339999999	41690.59242000002	53222.85009999999	42022.96617999999	26963.80469999999	7928.093999999999	50224.91598000002	55355.82099000001	56446.939820000014	54690.582699999984
DNA replication [PATH:ko03030]	10443.270599999998	2599.2944	2685.74563	8984.078	17385.0503	6678.888880000001	7498.1302	1830.4766	9728.262959999998	8826.850410000003	12282.38369	11987.795500000002
DNA replication proteins [BR:ko03032]	16086.5389	5801.405500000001	4841.65353	14393.350499999997	24048.439599999998	17361.99568	12402.756200000002	4576.0024	17612.859559999997	15631.603320000002	19700.28365	20636.885599999998
Dioxin degradation [PATH:ko00621]	135.029	0.0	0.0	0.0	0.0	4065.48	0.0	0.0	0.0	0.0	0.0	0.0
Drug metabolism - cytochrome P450 [PATH:ko00982]	65.8513	2329.1606	242.2043	663.7743	19.5937	63.3565	251.8753	17.3803	954.6162	1002.9773	359.8744	248.0502
Drug metabolism - other enzymes [PATH:ko00983]	4872.729	3319.0704	2632.8285999999994	6744.8656	3049.3147999999997	2589.0463999999997	2268.7275999999997	498.3185	3875.2676	4253.7744999999995	4317.731400000001	10497.9261
Energy metabolism	2479.5874000000003	623.8435	1200.3502	6865.507599999998	3857.595299999999	6137.252800000001	3440.7282999999998	443.65409999999997	2573.745	6189.42476	7020.031300000001	5118.5364
Enzymes with EC numbers	29361.28580000001	10719.420247999999	10548.90607	30260.442590000006	29603.383100000003	29521.677100000004	20014.48569999999	7962.4347	38765.13789999997	35813.96555999998	48571.04991999999	40560.01940000002
Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	756.6632999999999	320.3679	406.63840000000005	3419.5795	1125.9084999999995	538.4324	657.2948	115.71	979.3917	2337.2920999999997	395.56690000000015	2820.510400000001
Estrogen signaling pathway [PATH:ko04915]	232.1355	0.0	0.0	0.0	408.457	157.7888	141.45870000000005	0.0	0.0	0.0	32.4982	235.058
Ether lipid metabolism [PATH:ko00565]	0.0	0.0	28.6274	322.1963	0.0	28.3066	44.4054	0.0	924.5411	272.1635	0.0	0.0
Ethylbenzene degradation [PATH:ko00642]	0.0	238.6985	24.9107	80.2861	0.0	0.0	0.0	0.0	0.0	354.29400000000004	0.0	0.0
Exosome [BR:ko04147]	35382.2259	4491.2214	9016.361	19409.734900000003	26016.361199999996	16157.483460000003	18337.869799999997	5172.791630000001	24219.676699999996	19195.3753	27527.53722000001	38357.956699999995
Fat digestion and absorption [PATH:ko04975]	731.9728	175.41299999999995	42.4529	0.0	1217.415	17.4934	711.268	0.0	15.1312	0.0	12.222	193.8229
Fatty acid biosynthesis [PATH:ko00061]	6344.1359999999995	223.58460000000002	2087.4676	9075.8048	5512.1359999999995	4740.213000000001	3674.2670000000007	742.4476000000001	6225.2914	7496.3904999999995	6759.2302	4649.7426000000005
Fatty acid degradation [PATH:ko00071]	3493.7968	1813.6501000000003	1742.2568000000003	4571.0677	4177.4890000000005	1890.2483000000004	1732.3476	499.31419999999997	5614.2595	5769.055699999999	3042.1085	3967.7794000000004
Ferroptosis [PATH:ko04216]	381.704	42.4663	149.0398	1240.4352999999999	1365.1045	1122.5582000000004	761.6985999999999	184.4112	852.106	2448.5896999999995	923.8968	41.0001
Flagellar assembly [PATH:ko02040]	2070.8101	1335.5515	716.7929	2547.134	3123.4007	3872.5394	2274.9361	1038.7279999999998	1642.7299	3330.4239	2348.3328	3924.9659999999994
Flavonoid biosynthesis [PATH:ko00941]	0.0	92.0241	0.0	61.1123	0.0	787.5110000000001	0.0	0.0	0.0	109.252	0.0	0.0
Fluid shear stress and atherosclerosis [PATH:ko05418]	1711.7586999999999	1928.8483	742.36475	712.0636	1087.684	1718.9558999999995	1303.8894	144.24190000000002	3991.2592999999997	965.3258999999999	4259.279200000001	3580.108
Fluorobenzoate degradation [PATH:ko00364]	0.0	0.0	18.4345	65.7412	0.0	0.0	28.471	0.0	47.7345	57.6959	12.8503	0.0
Folate biosynthesis [PATH:ko00790]	6827.541000000001	4493.0307	2109.5139499999996	5302.09226	11912.641900000002	5801.4021	2578.4804999999997	1445.7770999999998	10777.055799999998	14899.003100000004	14270.405600000002	11276.637
FoxO signaling pathway [PATH:ko04068]	324.597	828.177	358.71760000000006	588.7109	53.2182	0.0	431.8852	0.0	590.2574999999999	451.7259	1555.6634000000001	210.8454
Fructose and mannose metabolism [PATH:ko00051]	18913.046000000002	4105.898899999999	4235.7678	14423.6041	20462.9986	6917.980599999999	13795.887600000002	4557.8293	9440.0396	11143.165799999997	12379.314300000005	7518.794300000001
Function unknown	17095.1441	6965.3275	6592.1116999999995	25704.639830000004	19039.8571	14725.311500000007	15528.9087	7243.2797	23273.7719	27028.161669999998	40167.62030000001	28354.092600000004
GABAergic synapse [PATH:ko04727]	644.9259999999999	0.0	229.1818	412.2015	1463.272	830.7189999999999	1341.1121999999998	80.3629	3485.3011	438.9745	3420.7588	4747.9954
Galactose metabolism [PATH:ko00052]	8276.963699999998	2864.7526999999995	3284.5403999999994	8036.319210000001	6299.8402	6505.170299999999	12787.333600000004	887.2328	3855.555	2829.44807	6674.319500000001	9636.5189
General function prediction only	3643.657799999999	1200.75307	2051.6452999999997	13533.128599999998	5802.045899999999	7784.691400000001	6034.075599999999	1336.9723	7366.042699999999	12524.3296	10160.1867	6052.2458
Geraniol degradation [PATH:ko00281]	0.0	332.5994	24.9107	138.67430000000002	0.0	0.0	0.0	0.0	0.0	458.567	0.0	0.0
Global maps only	0.0	1683.9628	33.3327	1080.4948	0.0	303.4310000000001	99.7085	54.4711	396.4372	549.9643	352.4548	0.0
Glucagon signaling pathway [PATH:ko04922]	3344.3369999999995	1307.0554	2465.1868000000004	4129.6503999999995	2946.1311	1347.6932000000002	4029.8106000000002	945.1663000000001	4378.1226	1921.2574	2465.2742	3170.8151
Glucosinolate biosynthesis [PATH:ko00966]	3022.7350000000006	58.5293	242.2598	785.93695	990.5923	834.7183	554.6355	3213.1506000000004	283.89449999999994	837.6515999999998	1454.7473999999997	1981.7259999999999
Glutamatergic synapse [PATH:ko04724]	644.9259999999999	0.0	176.958	341.6049	1070.668	830.7189999999999	1341.1121999999998	80.3629	3439.0133	438.9745	3420.7588	4599.3804
Glutathione metabolism [PATH:ko00480]	3036.6107	4539.1988	1373.6973000000003	5877.55806	6805.766699999999	1889.8829	2078.5309	844.1553000000002	6276.4618	6920.526089999999	12440.2637	2345.7478
Glycan metabolism	0.0	163.878002	393.79389999999995	788.0296999999999	1269.42	1674.3081	1354.4099	155.25279999999998	1836.0692999999999	2417.0479	3616.711	741.498
Glycerolipid metabolism [PATH:ko00561]	2598.6095	434.29589999999996	1330.7668999999999	1675.6933	15017.949399999998	2089.9717	1867.0232	516.0251	4607.2173999999995	2269.9923	4817.88838	1721.424
Glycerophospholipid metabolism [PATH:ko00564]	3956.8853999999997	1180.8558999999998	1635.5366200000003	4341.781000000001	6343.076	4513.1458	2763.8867	892.336	4964.0058	7320.5428999999995	8158.9728	3832.9946
Glycine	7382.982499999999	3108.5103000000004	3590.9118000000003	9722.3332	6868.149899999999	9216.707999999999	8663.0944	3632.8342	13082.538199999999	12398.8306	15384.411420000002	6042.7266
Glycolysis / Gluconeogenesis [PATH:ko00010]	22035.004199999996	4749.101899999999	9871.36428	19644.975659999996	17440.385000000002	16969.033799999997	17057.7841	4018.3302000000003	21395.94620000001	15311.097219999996	15245.200200000001	17760.8556
Glycosaminoglycan binding proteins [BR:ko00536]	2276.8274	445.44576000000006	691.374	2264.6272999999997	1913.5264000000006	938.1797999999999	2077.6249000000003	319.6401	1906.77	3031.0773399999994	2765.1128	5153.9540000000015
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532]	0.0	0.0	0.0	561.0312	0.0	0.0	17.6209	0.0	39.3155	42.8379	0.0	0.0
Glycosaminoglycan degradation [PATH:ko00531]	444.9971	265.082	366.5437999999999	803.6831	431.7951	3470.5151999999994	1083.7691999999997	39.9495	2651.718	955.0454000000002	749.9351000000001	960.0824
Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	444.9971	265.082	220.2102	117.3212	431.7951	3014.4519999999993	688.6320999999998	39.9495	102.583	156.8747	0.0	960.0824
Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603]	444.9971	265.082	220.2102	117.3212	431.7951	3014.4519999999993	688.6320999999998	39.9495	102.583	156.8747	0.0	960.0824
Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]	0.0	0.0	66.3099	81.4075	0.0	976.741	1047.2854	0.0	562.4848	288.6874	158.7081	0.0
Glycosyltransferases [BR:ko01003]	12537.5082	1458.6427000000003	3498.5991719999993	17307.095110000006	15202.037900000001	10563.923	7822.519299999999	2116.1641	8702.757400000004	14294.225299999998	12674.835000000001	8763.857
Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	3713.5658000000003	3074.5358	2000.6058999999996	7745.012600000001	5032.1894999999995	6896.280099999999	4246.9692	746.2039	16151.6176	9023.741100000001	14105.049900000002	11675.003000000002
HIF-1 signaling pathway [PATH:ko04066]	4814.483000000001	326.3467999999999	2423.9482	4675.6182	7773.3883000000005	2014.5357000000001	1596.8281999999997	469.1174	2637.2092	1312.1095799999998	2006.07	4377.0272
Hepatocellular carcinoma [PATH:ko05225]	647.818	1645.0334	238.495	172.2077	271.57099999999997	0.0	334.9316	0.0	344.1168	135.851	143.2164	452.99399999999997
Histidine metabolism [PATH:ko00340]	4453.946599999999	1278.7592	615.0194	2107.3160000000003	954.4357999999999	1248.0890999999997	4511.2941	500.67940000000004	7500.913560000001	1547.9763	3153.1587	1092.9524000000001
Homologous recombination [PATH:ko03440]	12322.609300000002	2122.061	3620.88154	10241.5534	8794.640099999999	12066.39618	8334.875999999998	1594.2939	12926.891959999999	13263.53761	13475.973690000003	16370.2534
Human papillomavirus infection [PATH:ko05165]	553.9390000000002	1003.0	185.9228	535.6091	700.6759999999998	219.0072	485.9776	160.634	562.9180000000001	370.3196	252.761	931.9077
Huntington disease [PATH:ko05016]	437.60299999999995	0.0	171.9851	2272.6602000000003	146.5486	635.3268000000002	387.1998	0.0	1265.7473	825.8173	1578.5407	1060.1906
IL-17 signaling pathway [PATH:ko04657]	232.1355	0.0	0.0	0.0	408.457	157.7888	141.45870000000005	0.0	0.0	0.0	32.4982	235.058
Inositol phosphate metabolism [PATH:ko00562]	2499.5076	272.1433	1254.7849	2196.8616999999995	1151.9277	1156.4180000000001	975.6384000000002	239.4016	3355.1277	1231.2666	1963.5208000000002	2416.7508000000003
Insect hormone biosynthesis [PATH:ko00981]	610.195	0.0	78.0876	134.2267	264.2598	88.8598	0.0	76.7397	1271.3611	50.9148	76.9847	0.0
