# Pathway	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000222939	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.0003315	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	0	0	0	0.000177385	0	0	0	0	0	0	0	9.68404e-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	0.000249752	0	0	0.000486879	0.000467155	0.000235329	0.000256951	0	0.000300336	0.000541317	0.000428687	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000249752	0	0	0	0.000257514	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000123724	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.16741e-05	0	0	0	0	0	4.19598e-05	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	2.97353e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	5.94811e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_sp_A12	0	0	0	0	0	0	0	0	1.66372e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000225234	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0.000124225	0
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.000210658	0	0	0.000313813	0.000508469	0.000536463	0	0	0.000494931	0.00034664	0.00024693	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000375247	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000237762	0
CITRULBIO-PWY: L-citrulline biosynthesis	0	0	0	0	0.000211662	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	0	0	0	0.000233397	0.000399521	0.000566077	0	0	0.000234264	0.000281127	0.000372524	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000266104	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000318811	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	3.50116e-05	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	9.32461e-05	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000389222	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I	0	0.000157555	0	0.000152842	0.000320173	0.000566077	0	0	0.000260508	0.00029907	0.000300596	0
COA-PWY: coenzyme A biosynthesis I|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000284956	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	3.68458e-05	0	0	0	0	0	0	0.000285623	0
COA-PWY: coenzyme A biosynthesis I|g__Haemophilus.s__Haemophilus_sp_HMSC71H05	0	0	0	7.87442e-05	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	2.80066e-05	0	0
COA-PWY: coenzyme A biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0.000112001	0	0
COA-PWY: coenzyme A biosynthesis I|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000389222	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.000322649	0	0	0	0	0	0	0	0.000391711	0.000408304	0.000268838	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0	0	0	0	0	0	0	0	0.000263907	0.000234514	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0	0	0	0	0	0	0	0	0	0.000474424	0.000521905	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.000306092	0.000186006	0	0	0.000586475	0.000236182	0	0	0	0.000215924	0.000232202	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0.000348278	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.00017011	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	4.46792e-05	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000148244	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	0	0	0	0.000243738	0.000304069	0	0	0	0	0.000322046	0	0.00018578
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000290972	0	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Neisseria.s__Neisseria_flavescens	0	0	0	5.13568e-05	0	0	0	0	0	7.1099e-05	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Neisseria.s__Neisseria_subflava	0	0	0	9.8211e-05	0	0	0	0	0	8.66364e-05	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0	0	0	0.000238112	0.000381596	0	0	0	0.000262156	0.000244108	0.000369273	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000338242	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Neisseria.s__Neisseria_subflava	0	0	0	9.46601e-05	0	0	0	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation	0	0	0	0	0	0	0	0	0	0.000417285	0.00023466	0
FERMENTATION-PWY: mixed acid fermentation|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000186447	0	0
FERMENTATION-PWY: mixed acid fermentation|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000197053	0
FUCCAT-PWY: fucose degradation	0	0	0	0	0	0	0	0	0	0.000321095	0	0
FUCCAT-PWY: fucose degradation|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000291271	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0	0	0	0	0.000348477	0	0.000210479	0	0.000191111	0.000179714	0.000310386	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000238202	0	0	0	0	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000262535	0
GLUCONEO-PWY: gluconeogenesis I	0	0	0	0.00025467	0.00034621	0.000442461	0	0	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0	0	0	0	0	0.000269356	0	0	0	0.000218883	0.000239863	0.00014056
GLUTORN-PWY: L-ornithine biosynthesis	0	0	0	0	0	0	0	0	0	0.000267006	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	5.10936e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0.000115298	0	0
GLYCOCAT-PWY: glycogen degradation I (bacterial)	0	0	0	0	0.000327729	0	0	0	0	0.000290639	0.000257289	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0	0	0	0	0.000218693	0	0	0	0.000168638	0.000205594	0.000288364	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.00020417	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0	0	0	0.000267994	0.000331382	0.000438192	0	0	0	0	0.000197102	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	0	0	0	0.000169955	0.000303875	0.000271888	0	0	0	0.000216363	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000182784	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000142316	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000253203	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	0.000240183	0	0	0	0.000255783	0.000314114	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000314114	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	0	0	0	0	0	0.000283292	0	0	0	0	0	0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0	0	0	0.000147533	0	0	0.000189436	0.000207935	0	0.000397002	0.000610624	0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	0.000109323	0	0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified	0	0	0	0	0	0	0	0.000207935	0	0.000143215	0	0
HSERMETANA-PWY: L-methionine biosynthesis III	0	0	0	0	0.000232597	0	0	0	0	0.000248563	0.000314195	0
HSERMETANA-PWY: L-methionine biosynthesis III|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	4.87632e-05	0	0
HSERMETANA-PWY: L-methionine biosynthesis III|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000287527	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.00025484	0	0	0.000548175	0.000611037	0.000272829	0.000263039	0	0.000479707	0.000570317	0.000792717	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.00025484	0	0	0	0.000258606	0	0	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000180826	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000104382	0	0	0	0	0	5.98283e-05	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	8.25481e-05	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	7.83409e-05	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_sp_A12	0	0	0	0	0	0	0	0	1.73001e-05	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_sp_F0442	0	0	0	0	0	0	0	0	2.6197e-05	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000256189	0	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	0	0	0	0	0	0	0	0	0	0	0.000140288	0
LACTOSECAT-PWY: lactose and galactose degradation I	0	0	0	0	0	0	0.000200668	0	0.000508168	0	0	0
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	0.000245065	0	0	0
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_sp_A12	0	0	0	0	0	0	0	0	0.000100155	0	0	0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0	0	0	0.000177057	0	0	0	0	0	0.000389838	0.000420003	0
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0	0	0	0.000169265	0	0	0	0	0	0.000422292	0.000435045	0
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	0	0	0	0	0	0	0	0	0	0.000419558	0	0
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000287524	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis	0	0	0	0.000283557	0	0	0	0	0.000251254	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000107279	0	0	0	0	8.00553e-05	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	0.000116338	0	0	0	0	0.000104699	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.000201191	0	0	0.000277161	0.000286007	0.000267493	0	0	0.00042792	0.000284596	0.000299585	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000273658	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000258601	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000160618	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Neisseria.s__Neisseria_subflava	0	0	0	8.01631e-05	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.000259433	0	0	0	0	0	0	0	0	0.000170626	0.000217907	0
P108-PWY: pyruvate fermentation to propanoate I	0	0	0	0	0	0	0	0	0	0	0.000123682	0
P125-PWY: superpathway of (R,R)-butanediol biosynthesis	0	0	0	0	0	0	0	0	0.000188902	0	0	0
P163-PWY: L-lysine fermentation to acetate and butanoate	0.000216685	0	0	0	0.000278029	0	0	0	0	0	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0	0	0	0	0.000342967	0	0	0	0	0	0	0
P42-PWY: incomplete reductive TCA cycle	0	0	0	0	0	0	0	0	0	0	0.000190925	0
PANTO-PWY: phosphopantothenate biosynthesis I	0	0	0	0	0.000197032	0	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway	0	0	0	0	0	0	0	0	0	0.000287434	0.000268397	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000249601	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.000297838	0	0	0	0.000387851	0.00052495	0	0	0.000356639	0.000395989	0.000291032	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000247705	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000116602	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000430372	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.00021138	0	0	0	0.000348895	0.000380611	0	0	0.000232396	0.000478415	0.000378597	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.00022492	0	0
PPGPPMET-PWY: ppGpp biosynthesis	0	0	0	0.000321386	0	0.000473117	0	0	0	0.000408659	0.000285496	0
PPGPPMET-PWY: ppGpp biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000263723	0
PPGPPMET-PWY: ppGpp biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.44739e-05	0	0	0	0	0	0	0	0
PPGPPMET-PWY: ppGpp biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	0.00010632	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)	0	0	0	0.000200469	0.000378401	0.000725512	0	0	0	0	0.000280908	0
PWY-1042: glycolysis IV (plant cytosol)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	4.89171e-05	0	0	0	0	0	0	0.000258251	0
PWY-1042: glycolysis IV (plant cytosol)|g__Haemophilus.s__Haemophilus_sp_HMSC71H05	0	0	0	6.45584e-05	0	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	0	0	0	0.000143138	0.00022864	0	0	0	0	0.000330358	0.000370635	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000157696	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000187621	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000240042	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	6.38927e-05	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Neisseria.s__Neisseria_perflava	0	0	0	0	0	0	0	0	0	0	0.000113321	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0.000113128	0	0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0	0	0	0	0	0	0	0	0	0.000198251	0	0
PWY-2723: trehalose degradation V	0	0	0	0	0	0	0	0	0	0.000143956	0	0
PWY-2941: L-lysine biosynthesis II	0	0	0	0	0	0	0	0	0	0.000207723	0	0
PWY-2942: L-lysine biosynthesis III	0	0	0	0.000206298	0.000280335	0.000642575	0	0	0.000249297	0.000230527	0.000256798	0
PWY-2942: L-lysine biosynthesis III|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000498599	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I	0	0	0	0.000279796	0.000373473	0.000308073	0	0	0.000267241	0.000415902	0.000417666	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	3.82743e-05	0	0	0	0	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)	0	0	0	0.000792879	0	0	0	0	0.000516775	0.000358588	0.000156577	0
PWY-3781: aerobic respiration I (cytochrome c)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000202073	0	0	0	0	0.000244016	5.12537e-05	0	0
PWY-3781: aerobic respiration I (cytochrome c)|g__Neisseria.s__Neisseria_subflava	0	0	0	0.000386698	0	0	0	0	0.000240711	0.000139486	0	0
PWY-3841: folate transformations II	0	0	0	0	0	0.000500401	0.000262354	0	0.000408597	0.00046928	0.000294642	0
PWY-3841: folate transformations II|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0.000102186	0	0
PWY-3841: folate transformations II|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000450166	0	0	0	0	0	0
PWY-3841: folate transformations II|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0.000155675	0	0	0	0	0
PWY-4041: &gamma;-glutamyl cycle	0	0	0	0	0.000269929	0	0	0	0.000193595	0	0.000271821	0
PWY-4041: &gamma;-glutamyl cycle|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000214759	0	0	0	0	0	0	0
PWY-4041: &gamma;-glutamyl cycle|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0.000255015	0
