Taxonomy	C1	C2	C3	Y1	Y2	Y3
s__Ruthenibacterium_lactatiformans	3.26375	0.35962	0.20729	0.00000	0.00000	0.00000
s__GGB3429_SGB71704	0.00000	0.00000	0.00000	0.29752	0.09976	0.00000
s__Oscillibacter_sp_ER4	0.00000	2.13593	1.09591	0.00000	0.00000	0.00000
s__Gemmiger_SGB15295	0.41006	0.00000	3.78958	0.00000	0.00000	5.14628
s__GGB9551_SGB14958	0.09868	0.00000	0.00000	0.00000	0.00000	0.00000
s__GGB9747_SGB15356	0.89064	2.07780	0.00000	0.00000	0.00000	0.00000
s__Lacrimispora_celerecrescens	0.00000	0.00000	0.00000	0.00000	1.47658	0.11238
s__GGB6547_SGB9247	0.00000	0.00000	0.00266	0.00000	0.00000	0.00000
s__Ruminococcaceae_bacterium_D5	0.00000	0.18516	0.00000	0.00000	0.00000	0.00000
s__GGB35551_SGB53794	0.00000	0.60928	0.00000	0.00000	0.00000	0.00000
s__Agathobaculum_butyriciproducens	0.00000	0.00000	0.00000	0.33224	0.09442	0.00000
s__GGB9424_SGB14794	0.27569	0.00000	0.00000	0.00000	0.00000	0.00000
s__Alistipes_communis	0.29684	1.79292	2.60835	0.00000	0.00000	0.00000
s__GGB9342_SGB14306	1.22691	1.81288	7.40869	0.00000	0.00000	0.00000
s__Klebsiella_quasipneumoniae	0.00000	1.03413	0.00000	0.00000	0.00000	0.00000
s__Lachnospiraceae_bacterium_OF09_6	0.00000	0.00000	0.00000	0.00000	0.08280	0.00000
s__GGB9602_SGB15028	1.05950	0.00000	0.00000	0.00000	0.00000	0.00000
s__GGB36331_SGB63183	0.00000	0.00000	0.00000	0.00000	0.00000	0.12409
s__Streptococcus_parasanguinis	0.00000	0.00000	0.00000	0.00000	0.10596	0.00000
s__Paraprevotella_clara	0.00000	0.00000	0.00000	0.00000	0.13426	0.00000
s__GGB1590_SGB2181	0.47557	0.00000	0.00000	0.00000	0.00000	0.00000
s__GGB33512_SGB15201	0.26816	0.00000	0.00000	0.00000	0.00000	0.00000
s__Blautia_glucerasea	0.00000	0.00000	0.00000	0.00000	0.49338	0.00000
s__GGB9770_SGB15390	0.12540	0.41261	0.00000	0.00000	0.00000	0.00000
s__Methanobrevibacter_smithii	0.00000	0.05786	0.00000	0.00000	0.00000	0.00000
s__GGB3278_SGB4328	0.00000	0.00000	0.08845	0.00000	0.00000	0.00000
s__GGB9721_SGB15275	0.00000	0.16030	0.00000	0.00000	0.00000	0.00000
s__Clostridiaceae_bacterium	0.00000	0.00000	0.00000	0.45546	0.53994	0.00000
s__Bacteroides_ovatus	0.00000	0.00000	0.00000	0.00000	0.01911	0.00000
s__Alistipes_provencensis	0.10260	0.00000	0.00000	0.00000	0.00000	0.00000
s__Comamonas_kerstersii	13.52420	0.00000	2.80021	0.00000	0.00000	0.00000
s__GGB9534_SGB14937	0.00000	0.00000	0.01144	0.00000	0.00000	0.00000
s__Eggerthella_lenta	0.00000	0.00000	0.00000	0.52781	0.00000	0.94077
s__Faecalibacterium_prausnitzii	0.00000	1.88266	0.00000	0.00000	1.78623	1.22006
s__Phocaeicola_coprocola	0.00000	0.00000	0.00000	0.00000	0.00000	0.10813
s__Faecalibacterium_SGB15346	0.00000	1.08183	0.00000	0.00000	0.00000	0.00000
s__Collinsella_intestinalis	0.00000	0.00000	0.00000	5.97363	0.00000	0.00000
s__Dorea_sp_AF36_15AT	0.00000	0.00000	0.00000	0.00000	0.44145	0.00000
s__Anaerofilum_sp_An201	0.12165	0.00000	0.00000	0.00000	0.00000	0.00000
s__Coprobacillus_sp_AF33_1AC	0.00000	0.00000	0.00000	0.07886	0.00000	0.00000
s__Senegalimassilia_anaerobia	0.08458	0.00000	0.00000	0.00000	0.23097	0.00000
s__Phocaeicola_vulgatus	0.00000	0.90114	0.26364	0.00000	0.00000	0.00000
s__Fusicatenibacter_saccharivorans	0.00000	0.00000	0.00000	0.00000	0.94908	7.57741
s__GGB9701_SGB15218	0.28256	0.00000	0.00000	0.00000	0.00000	0.00000
s__Blautia_massiliensis	0.00000	0.00000	0.00000	3.81896	2.00109	0.00000
s__Faecalibacillus_faecis	0.00000	0.00000	0.00000	0.00000	1.03217	0.00000
s__Dysosmobacter_sp_BX15	0.00000	0.27210	0.00000	0.00000	0.00000	0.00000
s__Mailhella_massiliensis	0.00000	0.00347	0.00000	0.00000	0.00000	0.00000
s__Bacteroides_eggerthii	0.00000	0.00000	0.00000	0.00000	0.35640	0.00000
s__GGB9559_SGB14969	0.00000	0.00000	0.00000	0.00000	0.18046	0.00000
s__Parabacteroides_merdae	0.00000	0.00000	0.40870	0.00000	0.00000	0.00000
s__GGB1662_SGB2276	0.00000	0.00000	0.07443	0.00000	0.00000	0.00000
s__Ruminococcus_lactaris	0.00000	0.00000	0.00000	0.00000	0.40180	1.20185
s__Parabacteroides_distasonis	0.00000	0.07944	0.05291	0.00000	0.00000	0.00000
s__GGB9347_SGB14313	1.14241	0.00000	0.00000	0.00000	0.00000	0.00000
s__Klebsiella_variicola	0.32607	0.00000	0.00000	0.00000	0.00000	0.00000
s__Adlercreutzia_equolifaciens	0.00000	0.00000	0.17625	0.00000	0.00000	0.63560
s__GGB1689_SGB2321	0.00000	0.00000	0.27522	0.00000	0.00000	0.00000
s__Eubacteriaceae_bacterium	0.04158	0.00000	0.00000	0.00000	0.17502	0.00000
unclassified	33.69468	5.54405	7.49981	3.52930	5.62348	5.98520
s__Ruminococcus_gnavus	0.00000	0.00000	0.00000	6.30583	0.00000	0.00000
s__GGB4684_SGB6478	0.00000	1.15745	0.00000	0.00000	0.00000	0.00000
s__Bifidobacterium_pseudocatenulatum	0.00000	0.00000	0.00000	0.00000	0.00000	28.65263
s__Bacteroides_stercoris	0.00000	0.00000	1.63767	0.00000	0.00000	0.18539
s__GGB4642_SGB6421	0.00000	0.00000	0.00000	0.00000	0.15565	0.00000
s__Blautia_SGB4815	0.00000	0.00000	0.00000	0.00000	0.04013	0.47022
s__Megasphaera_stantonii	0.00000	0.00000	0.08763	0.00000	0.00000	0.00000
s__Roseburia_hominis	0.00000	0.00000	0.00000	0.00000	0.18271	0.00000
s__GGB9758_SGB15368	0.00000	0.00000	0.79359	0.00000	0.00000	0.00000
s__GGB9730_SGB15291	0.00000	0.03323	0.23938	0.00000	0.05614	0.00000
s__GGB9480_SGB14874	0.00000	0.02339	0.00000	0.00000	0.00000	0.00000
s__Ruminococcus_callidus	0.00000	0.00000	0.89228	0.00000	0.00000	0.00000
s__Ruminococcus_sp_AF13_28	0.00000	0.00000	0.00000	8.03802	2.32124	10.17581
s__Evtepia_gabavorous	0.00000	0.00000	0.17490	0.00000	1.11024	0.00000
s__Gemmiger_formicilis	0.00000	0.00000	0.00000	3.13568	2.02538	0.00000
s__Alistipes_SGB2302	0.00000	0.19083	0.00000	0.00000	0.00000	0.00000
s__Flavonifractor_plautii	0.00000	0.00000	0.01628	0.00000	0.00000	0.00000
s__GGB9762_SGB15377	0.07583	0.00000	0.00000	0.00000	0.00000	0.00000
s__GGB9425_SGB14795	0.00954	0.00000	0.15593	0.00000	0.70061	0.00000
s__Lachnospiraceae_bacterium_NSJ_46	0.00000	0.00000	0.00000	0.00000	0.77822	0.00000
s__Prevotella_lascolaii	0.00000	0.00000	0.05247	0.00000	0.00000	0.00000
s__Marseilla_massiliensis	0.00000	0.00000	0.00506	0.00000	0.00000	0.00000
s__GGB9350_SGB14317	0.04912	1.81223	0.00000	0.00000	0.00000	0.00000
s__Bifidobacterium_longum	0.00000	0.00000	0.00000	4.34703	0.00000	0.96813
s__Blautia_sp_Marseille_P3087	0.00000	0.00000	0.00000	0.34548	0.74083	0.00000
s__Dysosmobacter_sp_Marseille_Q4140	0.34746	0.00000	0.00000	0.00000	0.00000	0.00000
s__GGB9767_SGB15385	0.15007	0.00000	0.00000	0.00000	0.00000	0.00000
s__GGB9293_SGB14250	0.38558	0.00000	0.92083	0.00000	0.00000	0.00000
s__Limosilactobacillus_mucosae	0.00000	0.00000	0.00000	0.00000	0.14183	0.00000
s__GGB3256_SGB4303	0.00000	0.00000	0.00000	0.00000	3.99778	1.64352
s__Vescimonas_SGB15087	0.17831	0.00000	0.00000	0.00000	0.00000	0.00000
s__Clostridia_bacterium	0.00000	0.00000	0.00000	0.00000	0.00000	0.26328
s__GGB4248_SGB5746	0.00000	0.00000	0.14598	0.00000	0.00000	0.00000
s__GGB9635_SGB15103	0.00000	1.55016	0.00000	0.00000	0.00000	0.00000
s__Pyramidobacter_piscolens	0.00000	2.52568	0.00000	0.00000	0.00000	0.00000
s__GGB13493_SGB15238	0.00000	0.00814	0.00000	0.00000	0.00000	0.00000
s__GGB9532_SGB14933	0.00000	0.00000	0.30936	0.00000	0.00000	0.00000
s__Eubacterium_sp_OM08_24	0.00000	0.00000	0.00000	0.00000	0.00000	0.74343
s__Blautia_wexlerae	0.00000	0.00000	0.00000	28.38409	6.18022	16.63280
s__Lachnospiraceae_bacterium	0.00000	0.00000	0.00000	0.11364	1.17964	0.00000
s__GGB9708_SGB15234	5.57573	12.46790	7.68565	0.00000	0.00000	0.00000
s__GGB9635_SGB15106	0.00000	2.81845	0.00000	0.00000	0.00000	0.00000
s__GGB9059_SGB13976	0.00000	11.15793	0.00000	0.00000	0.00000	0.00000
s__GGB3304_SGB4365	5.15658	0.00000	0.00000	0.00000	0.00000	0.00000
s__GGB9715_SGB15260	0.11440	0.00000	0.00000	0.00000	0.00000	0.00000
s__Blautia_obeum	0.00000	0.00000	0.00000	5.46923	7.49455	1.08351
s__GGB9712_SGB15244	0.29625	0.00000	0.00000	0.00000	0.00000	0.00000
s__GGB1405_SGB1928	0.00000	1.64307	0.00000	0.00000	0.00000	0.00000
s__GGB9642_SGB15119	0.49363	0.00000	0.00000	0.00000	0.00000	0.00000
s__Alistipes_ihumii	0.00000	0.06665	0.23189	0.00000	0.00000	0.00000
s__Alistipes_putredinis	0.01011	0.59910	6.61433	0.00000	0.00000	0.22403
s__Alistipes_senegalensis	0.00000	0.23013	0.12107	0.00000	0.00000	0.00000
s__GGB3304_SGB4367	0.00000	0.00000	1.48855	0.00000	0.05230	0.00000
s__GGB4578_SGB6328	0.00000	0.00000	0.00000	0.00000	0.29854	0.00000
s__GGB9561_SGB14972	0.00000	0.00000	0.00000	0.00000	0.04984	0.00000
s__GGB9468_SGB14861	0.18043	0.00000	0.00000	0.00000	0.46983	0.00000
s__Romboutsia_timonensis	0.00000	0.00000	0.00000	0.33736	0.00000	0.63197
s__Clostridium_sp_1001270H_150608_G6	0.00000	0.00000	0.00000	0.00000	0.36836	0.00000
s__GGB9715_SGB15265	0.00000	0.30323	0.00000	0.00000	0.00000	0.00000
s__Dysosmobacter_welbionis	0.00000	0.02839	0.00000	0.00000	0.00000	0.00000
s__GGB9345_SGB14311	0.64392	3.02363	0.00000	0.00000	0.00000	0.00000
s__GGB9715_SGB15267	0.00000	0.00000	22.95130	0.00000	0.00000	0.00000
s__GGB51647_SGB4348	0.00000	0.00000	1.58234	0.00000	0.00000	0.24884
s__GGB3363_SGB4448	0.00000	0.00000	0.00000	0.00000	0.00000	0.57564
s__GGB51960_SGB72480	0.03381	0.00000	0.00000	0.00000	0.00000	0.00000
s__Anaerobutyricum_hallii	0.00000	0.00000	0.00000	6.60396	6.88773	8.46015
s__Anaerobutyricum_soehngenii	0.00000	0.00000	0.00000	0.00000	0.31266	0.00000
s__Waltera_intestinalis	0.00000	0.00000	0.00000	0.00000	0.00000	0.03111
s__Hungatella_hathewayi	0.07874	0.00000	0.00000	0.00000	0.00000	0.00000
s__Bilophila_SGB15450	0.00000	0.03186	0.00000	0.00000	0.00000	0.00000
s__GGB6512_SGB9197	0.00000	0.04627	0.00000	0.00000	0.00000	0.00000
s__Vescimonas_coprocola	0.00000	0.00000	2.99551	0.00000	0.00000	0.00000
s__Mediterraneibacter_butyricigenes	0.00000	0.00000	0.00000	0.00000	0.00762	0.00000
s__GGB4569_SGB6312	0.00000	12.43187	0.00000	0.00000	0.00000	0.00000
s__Bilophila_wadsworthia	0.00000	0.00000	0.00905	0.00000	0.00000	0.00000
s__Parabacteroides_goldsteinii	0.00000	0.00000	0.00000	0.00000	0.00000	0.09487
s__Dorea_formicigenerans	0.00000	0.00000	0.00000	0.11182	4.03726	0.34233
s__Alistipes_onderdonkii	1.30384	0.00000	9.80357	0.00000	0.00000	0.00000
s__GGB9760_SGB15374	0.76834	0.00000	3.20732	0.00000	0.00000	0.00000
s__Blautia_faecis	0.00000	0.00000	0.00000	3.41249	2.01503	1.86993
s__Coprococcus_catus	0.00000	0.00000	0.00000	0.00000	0.54986	0.00000
s__GGB3653_SGB4964	0.00000	0.00000	0.00000	0.00000	2.25553	0.00000
s__Lachnospiraceae_bacterium_Marseille_Q4251	0.00000	0.00000	0.00000	0.00000	0.10710	0.00000
s__Blautia_luti	0.00000	0.00000	0.00000	0.00000	0.18492	0.00000
s__GGB1096_SGB1408	0.00000	0.00000	0.33900	0.00000	0.00000	0.00000
s__GGB33469_SGB15236	0.04546	0.00000	0.00000	0.00000	0.00000	0.00000
s__Prevotella_sp_P4_51	0.00000	0.07516	0.00000	0.00000	0.00000	0.00000
s__GGB6648_SGB9389	0.00000	0.00000	1.11194	0.00000	0.00000	0.00000
s__Faecalicatena_fissicatena	0.00000	0.00000	0.00000	0.00000	3.57301	0.00000
s__GGB3052_SGB4053	0.78476	0.00000	0.07132	0.00000	0.00000	0.00000
s__Dorea_longicatena	0.00000	0.00000	0.00000	4.48351	8.03645	1.51567
s__Amedibacillus_dolichus	0.00000	0.00000	0.00000	0.02046	0.00000	0.00000
s__GGB9634_SGB15093	0.00000	0.05136	0.00000	0.00000	0.00000	0.00000
s__Collinsella_aerofaciens	0.02058	0.00000	0.27274	0.00000	6.66238	2.13192
s__GGB9176_SGB14114	0.00000	0.01898	0.00000	0.00000	0.00000	0.00000
s__GGB9634_SGB15095	11.84493	1.21604	0.00000	0.00000	0.00000	0.00000
s__Collinsella_SGB14754	0.00000	0.00000	0.00000	0.00000	0.00000	0.11885
s__Streptococcus_mitis	0.00000	0.00000	0.00000	0.02780	0.00000	0.00000
s__Roseburia_inulinivorans	0.00000	0.00000	0.00000	0.00000	0.05057	0.00000
s__Bacteroides_uniformis	0.00000	0.66584	1.97447	0.00000	0.00000	0.41267
s__Eubacterium_rectale	0.00000	0.00000	0.00000	0.00000	2.11298	0.00000
s__Desulfovibrio_piger	1.17264	0.13077	0.38983	0.00000	0.00000	0.00000
s__GGB9634_SGB15097	0.00000	0.08075	0.00000	0.00000	0.00000	0.00000
s__Ruminococcus_bromii	0.00000	0.00000	0.00000	0.00000	0.00000	0.38613
s__Anaerostipes_hadrus	0.00000	0.00000	0.00000	11.39813	2.06549	0.85472
s__GGB2998_SGB3988	0.00000	0.00000	0.03827	0.00000	0.00000	0.00000
s__GGB9694_SGB15204	2.32742	1.50338	0.00000	0.00000	0.00000	0.00000
s__GGB9636_SGB15107	0.00000	3.89013	0.00000	0.00000	0.00000	0.00000
s__Lachnospira_eligens	0.00000	0.00000	0.00000	0.00000	0.00000	0.18243
s__Cloacibacillus_porcorum	0.00000	0.82484	0.00000	0.00000	0.00000	0.00000
