Taxonomy	C1	C2	C3	Y1	Y2	Y3
t__SGB15204	1.16371	0.75169	0.00000	0.00000	0.00000	0.00000
t__SGB1934	0.00000	0.07944	0.05291	0.00000	0.00000	0.00000
t__SGB9226	0.00000	1.40154	6.82174	0.00000	0.00000	0.00000
t__SGB8168	0.00000	0.00000	0.00000	0.02780	0.00000	0.00000
t__SGB9227	0.09852	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB12676	13.52420	0.00000	2.80021	0.00000	0.00000	0.00000
t__SGB2321	0.00000	0.00000	0.27522	0.00000	0.00000	0.00000
t__SGB1477	0.00000	0.00636	0.00000	0.00000	0.00000	0.00000
t__SGB15450	0.00000	0.03186	0.00000	0.00000	0.00000	0.00000
t__SGB4422	0.00000	0.00000	0.89228	0.00000	0.00000	0.00000
t__SGB2325	0.00000	0.01515	0.00000	0.00000	0.00000	0.00000
t__SGB14854	0.00000	0.00000	0.00000	0.00000	0.38911	0.01974
t__SGB15452	0.00000	0.00000	0.00905	0.00000	0.00000	0.00000
t__SGB2326	0.00000	0.21470	0.59615	0.00000	0.00000	0.00000
t__SGB9247	0.00000	0.00000	0.00266	0.00000	0.00000	0.00000
t__SGB47850	0.00000	0.00000	0.00000	0.00000	0.06180	0.00000
t__SGB2328	0.00000	0.06665	0.23189	0.00000	0.00000	0.00000
t__SGB4868	0.00000	0.00000	0.00000	0.00000	1.47658	0.11238
t__SGB714	0.00000	0.05786	0.00000	0.00000	0.00000	0.00000
t__SGB15244	0.29625	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB5082	0.00000	0.00000	0.00000	0.00000	0.00000	0.18243
t__SGB14874	0.00000	0.02339	0.00000	0.00000	0.00000	0.00000
t__SGB4670	0.00000	0.00000	0.00000	0.00000	0.54986	0.00000
t__SGB15260	0.11440	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB15249	0.68506	0.53055	0.00000	0.00000	0.00000	0.00000
t__SGB4448	0.00000	0.00000	0.00000	0.00000	0.00000	0.28782
t__SGB6148	0.00000	0.00000	0.00000	0.33736	0.00000	0.63197
t__SGB4425_group	0.00000	0.00000	0.00000	0.00000	0.00000	0.08388
t__SGB15265	0.00000	0.30323	0.00000	0.00000	0.00000	0.00000
t__SGB4925	0.00000	0.20586	0.00000	0.00000	0.00000	1.93752
t__SGB15267	0.00000	0.00000	22.95130	0.00000	0.00000	0.00000
t__SGB15053	0.00000	0.27210	0.00000	0.00000	0.00000	0.00000
t__SGB15300	0.00000	0.00000	0.00000	1.56784	1.01269	0.00000
t__SGB4940	0.00000	0.00000	0.00000	0.00000	0.05057	0.00000
t__SGB14930	0.00000	0.00000	0.00360	0.00000	0.00000	0.00000
t__SGB15497	0.00000	2.52568	0.00000	0.00000	0.00000	0.00000
t__SGB72916	0.02326	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB14933	0.00000	0.00000	0.15468	0.00000	0.00000	0.00000
t__SGB15286	0.21213	0.00000	0.64560	0.35492	0.00000	0.00000
unclassified	49.03904	9.47427	11.24971	5.43622	9.67914	8.97780
t__SGB4960	0.00000	0.00000	0.00000	0.00000	0.51981	0.08508
t__SGB14937	0.00000	0.00000	0.00572	0.00000	0.00000	0.00000
t__SGB8071	0.00000	0.00000	0.00000	0.00000	0.10596	0.00000
t__SGB15323	0.00000	0.00000	0.00000	0.00000	0.99562	0.00000
t__SGB15091	17.00165	2.22381	0.00000	0.00000	0.00000	0.00000
t__SGB4964	0.00000	0.00000	0.00000	0.00000	2.25553	0.00000
t__SGB15078	0.00000	0.02839	0.00000	0.00000	0.00000	0.00000
t__SGB14741	0.00000	0.00000	0.00000	5.97363	0.00000	0.00000
t__SGB1829	0.00000	0.00000	0.00000	0.00000	0.35640	0.00000
t__SGB15093	0.00000	0.05136	0.00000	0.00000	0.00000	0.00000
t__SGB4966	0.00000	0.00000	0.00000	0.00000	0.04140	0.00000
t__SGB5854	0.00000	0.00000	0.08763	0.00000	0.00000	0.00000
t__SGB14958	0.09868	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB15342	0.00000	0.02166	0.00000	0.00000	0.00000	0.00000
t__SGB15095	11.84493	1.21604	0.00000	0.00000	0.00000	0.00000
t__SGB14972	0.00000	0.00000	0.00000	0.00000	0.04984	0.00000
t__SGB6036_group	0.00000	0.00000	0.00000	0.00600	0.00000	0.00000
t__SGB71704	0.00000	0.00000	0.00000	0.29752	0.09976	0.00000
t__SGB15097	0.00000	0.08075	0.00000	0.00000	0.00000	0.00000
t__SGB14306	1.22691	1.81288	7.40869	0.00000	0.00000	0.00000
t__SGB25493	0.00000	0.00000	0.00000	0.00000	0.00762	0.00000
t__SGB15346	0.00000	1.08183	0.00000	0.00000	0.00000	0.00000
t__SGB15132	0.00000	0.00000	0.01628	0.00000	0.00000	0.00000
t__SGB15119	0.49363	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB14321	0.00000	0.00000	0.00000	0.00000	0.11537	0.00000
t__SGB1408	0.00000	0.00000	0.33900	0.00000	0.00000	0.00000
t__SGB74156	0.00000	0.00000	0.13929	0.00000	0.00000	0.00000
t__SGB14990	0.00000	0.00000	0.01003	0.00000	0.00000	0.00000
t__SGB25497	0.00000	0.00000	0.00000	0.00000	2.52300	0.00000
t__SGB14993	0.00000	0.00000	0.00000	0.33224	0.09442	0.00000
t__SGB4563	0.00000	0.00000	0.00000	0.00000	9.25556	0.55678
t__SGB4810	0.00000	0.00000	0.00000	0.00000	0.00000	0.79185
t__SGB10068	0.51707	0.00000	4.72198	0.00000	0.00000	0.52827
t__SGB17237	0.00000	0.00000	0.00000	0.00000	0.00000	28.65263
t__SGB4811	0.00000	0.00000	0.00000	5.46923	7.49455	0.29166
t__SGB6478	0.00000	1.15745	0.00000	0.00000	0.00000	0.00000
t__SGB14114	0.00000	0.01898	0.00000	0.00000	0.00000	0.00000
t__SGB15368	0.00000	0.00000	0.79359	0.00000	0.00000	0.00000
t__SGB9389	0.00000	0.00000	1.11194	0.00000	0.00000	0.00000
t__SGB4813	0.00000	0.00000	0.00000	0.34548	0.74083	0.00000
t__SGB8007_group	0.00000	0.00000	0.00000	2.42640	3.58821	0.72960
t__SGB4815	0.00000	0.00000	0.00000	0.00000	0.04013	0.47022
t__SGB14535_group	0.02058	0.00000	0.27274	0.00000	6.66238	2.13192
t__SGB4582	0.00000	0.00000	0.00000	4.48351	8.03645	1.51567
t__SGB4816	0.00000	0.00000	0.00000	0.00000	0.49338	0.00000
t__SGB15385	0.15007	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB4583	0.00000	0.00000	0.00000	0.34891	0.00000	0.00000
t__SGB7115	0.00000	0.00000	0.00000	0.00000	0.00000	0.07223
t__SGB13976	0.00000	11.15793	0.00000	0.00000	0.00000	0.00000
t__SGB4584	0.00000	0.00000	0.00000	6.30583	0.00000	0.00000
t__SGB4831	0.00000	0.00000	0.00000	0.00000	1.25266	0.00000
t__SGB14809	0.00000	0.00000	0.00000	0.52781	0.00000	0.94077
t__SGB4832	0.00000	0.00000	0.00000	0.00000	0.09338	0.00000
t__SGB3988	0.00000	0.00000	0.03827	0.00000	0.00000	0.00000
t__SGB15409	0.19673	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB4834	0.00000	0.00000	0.00000	8.03802	2.32124	10.17581
t__SGB2276	0.00000	0.00000	0.07443	0.00000	0.00000	0.00000
t__SGB4608	0.00000	0.00000	0.00000	0.00000	0.00000	0.51649
t__SGB9197	0.00000	0.04627	0.00000	0.00000	0.00000	0.00000
t__SGB2290	0.29684	1.79292	2.60835	0.00000	0.00000	0.00000
t__SGB4837	0.00000	0.00000	0.00000	28.38409	4.92756	16.63280
t__SGB1928	0.00000	1.64307	0.00000	0.00000	0.00000	0.00000
t__SGB1941	0.00000	0.00000	0.00000	0.00000	0.00000	0.09487
t__SGB6765	0.00000	0.00000	0.00000	0.07886	0.00000	0.00000
t__SGB2295	0.57260	1.08738	3.54556	0.00000	0.00000	0.00000
t__SGB2296	0.00000	0.23013	0.12107	0.00000	0.00000	0.00000
t__SGB15216	0.00000	0.00000	0.83216	0.00000	0.00000	0.00000
t__SGB6328	0.00000	0.00000	0.00000	0.00000	0.29854	0.00000
t__SGB2298	0.10260	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB2318	0.01011	0.59910	6.61433	0.00000	0.00000	0.22403
t__SGB15218	0.28256	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB53794	0.00000	0.30464	0.00000	0.00000	0.00000	0.00000
t__SGB14861	0.18043	0.00000	0.00000	0.00000	0.46983	0.00000
t__SGB4871	0.00000	0.00000	0.00000	0.00000	3.57301	0.00000
t__SGB1949	0.00000	0.00000	0.40870	0.00000	0.00000	0.00000
t__SGB5746	0.00000	0.00000	0.14598	0.00000	0.00000	0.00000
t__SGB5058	0.02079	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB15234	5.57573	12.46790	7.68565	0.00000	0.00000	0.00000
t__SGB4874	0.00000	0.00000	0.00000	0.00000	0.94908	7.57741
t__SGB1965	0.00000	0.00000	0.08277	0.00000	0.00000	0.00000
t__SGB21587	0.00000	0.00418	0.00000	0.00000	0.00000	0.00000
t__SGB15236	0.04546	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB15238	0.00000	0.00814	0.00000	0.00000	0.00000	0.00000
t__SGB4910	0.00000	0.00000	0.00000	0.00000	0.00000	0.03111
t__SGB5090	0.00000	0.00000	0.00000	0.05453	0.00000	0.00000
t__SGB15467	1.17264	0.13077	0.38983	0.00000	0.00000	0.00000
t__SGB5111	0.00000	0.00000	0.00000	0.00000	0.36836	0.00000
t__SGB15254	0.00000	2.13593	1.09591	0.00000	0.00000	0.00000
t__SGB59732	0.00000	0.00000	0.00000	0.00000	0.38213	0.00000
t__SGB15028	1.05950	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB15256	4.00568	0.00000	0.00000	0.00000	0.00000	0.00000
t__SGB15503	0.31853	0.00000	0.06043	0.00000	0.00000	0.00000
t__SGB15271	3.26375	0.35962	0.20729	0.00000	0.00000	0.00000
t__SGB47656	0.00000	0.00000	0.00000	0.00000	0.38911	0.00000
t__SGB15507	0.00000	0.82484	0.00000	0.00000	0.00000	0.00000
t__SGB79840	0.00000	0.01081	0.00000	0.00000	0.00000	0.00000
t__SGB4933	0.00000	0.00000	0.00000	0.00000	1.05649	0.00000
t__SGB1790	0.00000	0.05132	0.00000	0.00000	0.00000	0.00000
t__SGB15275	0.00000	0.16030	0.00000	0.00000	0.00000	0.00000
t__SGB14250	0.38558	0.00000	0.92083	0.00000	0.00000	0.00000
t__SGB15276	0.12165	0.00000	0.00000	0.00000	0.00000	0.00000
